,Book Title,ISBN,Amazon URL,GoodReads Description,Riffle Description
204,The Martian,9780804139021,https://www.goodreads.com/buy_buttons/6/follow?book_id=18007564,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, heâs sure heâll be the first person to die there.After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that heâs aliveâand even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he wonât have time to starve to death. The damaged machinery, unforgiving environment, or plain-old âhuman errorâ are much more likely to kill him first. But Mark isnât ready to give up yet. Drawing on his ingenuity, his engineering skills â and a relentless, dogged refusal to quit â he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?","Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.   Now, he's sure he'll be the first person to die there.  After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive.   Chances are, though, he won't have time to starve to death. The damaged machinery, unforgiving environment, or plain-old ""human error"" are much more likely to kill him first.   But Mark isn't ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?"
205,"Clockwork Angel (The Infernal Devices, #1)",9781416975861,https://www.goodreads.com/buy_buttons/12/follow?book_id=7171637&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"In a time when Shadowhunters are barely winning the fight against the forces of darkness, one battle will change the course of history forever. Welcome to the Infernal Devices trilogy, a stunning and dangerous prequel to the New York Times bestselling Mortal Instruments series.The year is 1878. Tessa Gray descends into Londonâs dark supernatural underworld in search of her missing brother. She soon discovers that her only allies are the demon-slaying Shadowhuntersâincluding Will and Jem, the mysterious boys she is attracted to. Soon they find themselves up against the Pandemonium Club, a secret organization of vampires, demons, warlocks, and humans. Equipped with a magical army of unstoppable clockwork creatures, the Club is out to rule the British Empire, and only Tessa and her allies can stop them...","FOR USE IN SCHOOLS AND LIBRARIES ONLY. When 16-year-old orphan Tessa Fell's older brother suddenly vanishes, her search for him leads her into Victorian-era London's dangerous supernatural underworld, and when she discovers that she herself is a Downworlder, she must learn to trust the demon-killing Shadowhunters if she ever wants to learn to control her powers and find her brother."
206,"Ready Player One (Ready Player One, #1)",9780307887436,https://www.goodreads.com/buy_buttons/13/follow?book_id=9969571&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,"In the year 2045, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. When Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to winâand confront the real world he's always been so desperate to escape.",Ready Player One
207,All the Light We Cannot See,9781476746586,https://www.goodreads.com/buy_buttons/12/follow?book_id=18143977&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Winner of the Pulitzer Prize, a New York Times Book Review Top Ten Book, National Book Award finalist, more than two and a half years on the New York Times bestseller listFrom the highly acclaimed, multiple award-winning Anthony Doerr, the stunningly beautiful instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.Marie-Laure lives in Paris near the Museum of Natural History, where her father works. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laureâs reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museumâs most valuable and dangerous jewel.In a mining town in Germany, Werner Pfennig, an orphan, grows up with his younger sister, enchanted by a crude radio they find that brings them news and stories from places they have never seen or imagined. Werner becomes an expert at building and fixing these crucial new instruments and is enlisted to use his talent to track down the resistance. Deftly interweaving the lives of Marie-Laure and Werner, Doerr illuminates the ways, against all odds, people try to be good to one another.Doerrâs âstunning sense of physical detail and gorgeous metaphorsâ (San Francisco Chronicle) are dazzling. Ten years in the writing, a National Book Award finalist, All the Light We Cannot See is a magnificent, deeply moving novel from a writer âwhose sentences never fail to thrillâ (Los Angeles Times).","WINNER OF THE PULITZER PRIZE  From the highly acclaimed, multiple award-winning Anthony Doerr, the beautiful, stunningly ambitious instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.  Marie-Laure lives with her father in Paris near the Museum of Natural History, where he works as the master of its thousands of locks. When she is six, Marie-Laure goes blind and her father builds a perfect miniature of their neighborhood so she can memorize it by touch and navigate her way home. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great-uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.   In a mining town in Germany, the orphan Werner grows up with his younger sister, enchanted by a crude radio they find. Werner becomes an expert at building and fixing these crucial new instruments, a talent that wins him a place at a brutal academy for Hitler Youth, then a special assignment to track the resistance. More and more aware of the human cost of his intelligence, Werner travels through the heart of the war and, finally, into Saint-Malo, where his story and Marie-Laure’s converge.   Doerr’s “stunning sense of physical detail and gorgeous metaphors” (San Francisco Chronicle) are dazzling. Deftly interweaving the lives of Marie-Laure and Werner, he illuminates the ways, against all odds, people try to be good to one another. Ten years in the writing, a National Book Award finalist, All the Light We Cannot See is a magnificent, deeply moving novel from a writer “whose sentences never fail to thrill” (Los Angeles Times)."
208,"Cinder (The Lunar Chronicles, #1)",9780312641894,https://www.goodreads.com/buy_buttons/6/follow?book_id=11235712,"Sixteen-year-old Cinder is considered a technological mistake by most of society and a burden by her stepmother. Being cyborg does have its benefits, though: Cinder's brain interference has given her an uncanny ability to fix things (robots, hovers, her own malfunctioning parts), making her the best mechanic in New Beijing. This reputation brings Prince Kai himself to her weekly market booth, needing her to repair a broken android before the annual ball. He jokingly calls it ""a matter of national security,"" but Cinder suspects it's more serious than he's letting on.Although eager to impress the prince, Cinder's intentions are derailed when her younger stepsister, and only human friend, is infected with the fatal plague that's been devastating Earth for a decade. Blaming Cinder for her daughter's illness, Cinder's stepmother volunteers her body for plague research, an ""honor"" that no one has survived.But it doesn't take long for the scientists to discover something unusual about their new guinea pig. Something others would kill for.","The #1 New York Times Bestselling Series!  Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earth's fate hinges on one girl. . . .   Cinder, a gifted mechanic, is a cyborg. She's a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister's illness. But when her life becomes intertwined with the handsome Prince Kai's, she suddenly finds herself at the center of an intergalactic struggle, and a forbidden attraction. Caught between duty and freedom, loyalty and betrayal, she must uncover secrets about her past in order to protect her world's future.   Marissa Meyer on Cinder, writing, and leading men Which of your characters is most like you? I wish I could say that I'm clever and mechanically-minded like Cinder, but no―I can't fix anything. I'm much more like Cress, who makes a brief cameo in Cinder and then takes a more starring role in the third book. She's a romantic and a daydreamer and maybe a little on the naïve side―things that could be said about me too―although she does find courage when it's needed most. I think we'd all like to believe we'd have that same inner strength if we ever needed it.  Where do you write? I have a home office that I've decorated with vintage fairy tale treasures that I've collected (my favorite is a Cinderella cookie jar from the forties) and NaNoWriMo posters, but sometimes writing there starts to feel too much like work. On those days I'll write in bed or take my laptop out for coffee or lunch. If you were stranded on a desert island, which character from Cinder would you want with you? Cinder, definitely! She has an internet connection in her brain, complete with the ability to send and receive comms (which are similar to e-mails). We'd just have enough time to enjoy some fresh coconut before we were rescued.  The next book in the Lunar Chronicles is called Scarlet, and is about Little Red Riding Hood. What is appealing to you most about this character as you work on the book? Scarlet is awesome―she's very independent, a bit temperamental, and has an outspokenness that tends to get her in trouble sometimes. She was raised by her grandmother, an ex-military pilot who now owns a small farm in southern France, who not only taught Scarlet how to fly a spaceship and shoot a gun, but also to have a healthy respect and appreciation for nature. I guess that's a lot of things that appeal to me about her, but she's been a really fun character to write! (The two leading men in Scarlet, Wolf and Captain Thorne, aren't half bad either.)"
209,"Me Before You (Me Before You, #1)",9780670026609,https://www.goodreads.com/buy_buttons/15/follow?book_id=15507958&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,"Louisa Clark is an ordinary young woman living an exceedingly ordinary lifeâsteady boyfriend, close familyâwho has never been farther afield than their tiny village. She takes a badly needed job working for ex-Master of the Universe Will Traynor, who is wheelchair-bound after an accident. Will has always lived a huge lifeâbig deals, extreme sports, worldwide travelâand now heâs pretty sure he cannot live the way he is. Will is acerbic, moody, bossyâbut Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.A love story for this generation, Me Before You brings to life two people who couldnât have less in commonâa heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?","Look out for Jojo’s new book, Still Me, the next book featuring Louisa Clark from Me Before You and After You, coming soon!   The beloved New York Times bestseller—with more than five million copies sold. The stunning sequel, After You, is available now.    They had nothing in common until love gave them everything to lose . . .   Louisa Clark is an ordinary girl living an exceedingly ordinary life—steady boyfriend, close family—who has never been farther afield than their tiny village. She takes a badly needed job working for ex–Master of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.   Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.   A Love Story for this generation, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?"
210,"The Lost Hero (The Heroes of Olympus, #1)",9781423113393,https://www.goodreads.com/buy_buttons/12/follow?book_id=7736182&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Jason has a problem.He doesnât remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and a best friend named Leo. Theyâre all students at a boarding school for âbad kids.â What did Jason do to end up here? And where is here, exactly?Piper has a secret.Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesnât understand her dream, or why her boyfriend suddenly doesnât recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling sheâs going to find out.Leo has a way with tools.When he sees his cabin at Camp Half-Blood, filled with power tools and machine parts, he feels right at home. But thereâs weird stuff, tooâlike the curse everyone keeps talking about, and some camper who's gone missing. Weirdest of all, his bunkmates insist that each of themâincluding Leoâis related to a god. Does this have anything to do with Jason's amnesia, or the fact that Leo keeps seeing ghosts?","After saving Olympus from the evil Titan lord, Kronos, Percy and friends have rebuilt their beloved Camp Half-Blood, where the next generation of demigods must now prepare for a chilling prophecy of their own:  Seven half-bloods shall answer the call, To storm or fire the world must fall. An oath to keep with a final breath, And foes bear arms to the Doors of Death.  Now, in a brand-new series from blockbuster best-selling author Rick Riordan, fans return to the world of Camp Half-Blood. Here, a new group of heroes will inherit a quest. But to survive the journey, they’ll need the help of some familiar demigods."
211,The Night Circus,9780385534635,https://www.goodreads.com/buy_buttons/12/follow?book_id=9361589&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des RÃªves, and it is only open at night. But behind the scenes, a fierce competition is underway - a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into love - a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands. True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus perÂ­formers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead. Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart.","The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night.    But behind the scenes, a fierce competition is underway—a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into love—a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands.   True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus per­formers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead.   Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart."
212,"The Selection (The Selection, #1)",9780062059932,https://www.goodreads.com/buy_buttons/6/follow?book_id=10507293,"For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herselfâand realizes that the life she's always dreamed of may not compare to a future she never imagined.",-
213,"Throne of Glass (Throne of Glass, #1)",9781599906959,https://www.goodreads.com/buy_buttons/12/follow?book_id=7896527&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"An alternate cover edition can be found here.After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for four years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilarating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her ... but it's the gruff Captain Westfall who seems to understand her best.Then one of the other contestants turns up dead ... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.","After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.   Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for three years and then be granted her freedom.   Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilirating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her... but it's the gruff Captain Westfall who seems to understand her best.  Then one of the other contestants turns up dead... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined."
214,"A Dance with Dragons (A Song of Ice and Fire, #5)",-1,https://www.goodreads.com/buy_buttons/13/follow?book_id=10664113&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,"In the aftermath of a colossal battle, the future of the Seven Kingdoms hangs in the balanceâbeset by newly emerging threats from every direction. In the east, Daenerys Targaryen, the last scion of House Targaryen, rules with her three dragons as queen of a city built on dust and death. But Daenerys has thousands of enemies, and many have set out to find her. As they gather, one young man embarks upon his own quest for the queen, with an entirely different goal in mind.Fleeing from Westeros with a price on his head, Tyrion Lannister, too, is making his way to Daenerys. But his newest allies in this quest are not the rag-tag band they seem, and at their heart lies one who could undo Daenerysâs claim to Westeros forever.Meanwhile, to the north lies the mammoth Wall of ice and stoneâa structure only as strong as those guarding it. There, Jon Snow, 998th Lord Commander of the Nightâs Watch, will face his greatest challenge. For he has powerful foes not only within the Watch but also beyond, in the land of the creatures of ice.From all corners, bitter conflicts reignite, intimate betrayals are perpetrated, and a grand cast of outlaws and priests, soldiers and skinchangers, nobles and slaves, will face seemingly insurmountable obstacles. Some will fail, others will grow in the strength of darkness. But in a time of rising restlessness, the tides of destiny and politics will lead inevitably to the greatest dance of all.","What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.  Humorous, surprising and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.       What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith and human nature, while transforming and ennobling the mind and spirit of its readers."
215,"Insurgent (Divergent, #2)",9780007442911,https://www.goodreads.com/buy_buttons/12/follow?book_id=11735983&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"One choice can transform youâor it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she lovesâand herselfâwhile grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocableâand even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature.","Fighting for survival in a shattered world... the truth is her only hope.The thrillingly dark sequel to No. 1 New York Times bestseller, DIVERGENT.I have done bad things. I can't take them back, and they are part of who I am.Tris has survived a brutal attack on her former home and family. But she has paid a terrible price. Wracked by grief and guilt, she becomes ever more reckless as she struggles to accept her new future.Yet if Tris wants to uncover the truth about her world, she must be stronger than ever... because more shocking choices and sacrifices lie ahead."
216,Eleanor & Park,9781250012579,https://www.goodreads.com/buy_buttons/12/follow?book_id=15745753&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Two misfits.One extraordinary love.Eleanor... Red hair, wrong clothes. Standing behind him until he turns his head. Lying beside him until he wakes up. Making everyone else seem drabber and flatter and never good enough...Eleanor.Park... He knows she'll love a song before he plays it for her. He laughs at her jokes before she ever gets to the punch line. There's a place on his chest, just below his throat, that makes her want to keep promises...Park.Set over the course of one school year, this is the story of two star-crossed sixteen-year-oldsâsmart enough to know that first love almost never lasts, but brave and desperate enough to try.","Eleanor is the new girl in town, and she's never felt more alone. All mismatched clothes, mad red hair and chaotic home life, she couldn't stick out more if she tried. Then she takes the seat on the bus next to Park. Quiet, careful and - in Eleanor's eyes - impossibly cool, Park's worked out that flying under the radar is the best way to get by. Slowly, steadily, through late-night conversations and an ever-growing stack of mixed tapes, Eleanor and Park fall in love. They fall in love the way you do the first time, when you're 16, and you have nothing and everything to lose. Set over the course of one school year in 1986, Eleanor and Park is funny, sad, shocking and true - an exquisite nostalgia trip for anyone who has never forgotten their first love."
217,"Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children, #1)",9781594744761,https://www.goodreads.com/buy_buttons/12/follow?book_id=9460487&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"A mysterious island. An abandoned orphanage. A strange collection of very curious photographs. It all waits to be discovered in Miss Peregrine's Home for Peculiar Children, an unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children. As Jacob explores its abandoned bedrooms and hallways, it becomes clear that the children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow-impossible though it seems-they may still be alive. A spine-tingling fantasy illustrated with haunting vintage photography, Miss Peregrine's Home for Peculiar Children will delight adults, teens, and anyone who relishes an adventure in the shadows.","A mysterious island. An abandoned orphanage. A strange collection of very curious photographs.  It all waits to be discovered in Miss Peregrine’s Home for Peculiar Children, an unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine’s Home for Peculiar Children. As Jacob explores its abandoned bedrooms and hallways, it becomes clear that the children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow—impossible though it seems—they may still be alive.  A spine-tingling fantasy illustrated with haunting vintage photography, Miss Peregrine’s Home for Peculiar Children will delight adults, teens, and anyone who relishes an adventure in the shadows.  Book Details:  Format: Hardcover  Publication Date: 6/7/2011  Pages: 352  Reading Level: Age 14 and Up"
218,Room,9780316098335,https://www.goodreads.com/buy_buttons/12/follow?book_id=7937843&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20,"To five-year-old-Jack, Room is the world....Told in the inventive, funny, and poignant voice of Jack, Room is a celebration of resilience - and a powerful story of a mother and son whose love lets them survive the impossible.To five-year-old Jack, Room is the entire world. It is where he was born and grew up; it's where he lives with his Ma as they learn and read and eat and sleep and play. At night, his Ma shuts him safely in the wardrobe, where he is meant to be asleep when Old Nick visits. Room is home to Jack, but to Ma, it is the prison where Old Nick has held her captive for seven years. Through determination, ingenuity, and fierce motherly love, Ma has created a life for Jack. But she knows it's not enough...not for her or for him. She devises a bold escape plan, one that relies on her young son's bravery and a lot of luck. What she does not realize is just how unprepared she is for the plan to actually work. Told entirely in the language of the energetic, pragmatic five-year-old Jack, Room is a celebration of resilience and the limitless bond between parent and child, a brilliantly executed novel about what it means to journey from one world to another.","NOW A MAJOR MOTION PICTURE -- nominated for four Academy Awards, including Best Picture  To five-year-old-Jack, Room is the world. . . . It's where he was born, it's where he and his Ma eat and sleep and play and learn. At night, his Ma shuts him safely in the wardrobe, where he is meant to be asleep when Old Nick visits.   Room is home to Jack, but to Ma it's the prison where she has been held for seven years. Through her fierce love for her son, she has created a life for him in this eleven-by-eleven-foot space. But with Jack's curiosity building alongside her own desperation, she knows that Room cannot contain either much longer.  Room is a tale at once shocking, riveting, exhilarating--a story of unconquerable love in harrowing circumstances, and of the diamond-hard bond between a mother and her child."
219,"Clockwork Prince (The Infernal Devices, #2)",9781416975885,https://www.goodreads.com/buy_buttons/12/follow?book_id=10025305&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâand easy prey for the mysterious Magister, who wants to use Tessaâs powers for his own dark ends.With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magisterâs war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every moveâand that one of their own has betrayed them.Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Willâthe wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.","True love is shrouded in secrets and lies in the enchanting second book in the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.  In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the street—and easy prey for the mysterious Magister, who wants to use Tessa’s powers for his own dark ends.   With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magister’s war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every move—and that one of their own has betrayed them.   Tessa finds her heart drawn more and more to Jem, though her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Will—the wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?   As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart."
220,"Clockwork Princess (The Infernal Devices, #3)",9781406321340,https://www.goodreads.com/buy_buttons/12/follow?book_id=18335634&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. For though Tessa and Jem are now engaged, Will is as much in love with her as ever.As those who love Tessa rally to rescue her from Mortmainâs clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?Danger and betrayal, secrets and enchantment, and the tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy.","Danger, betrayal, and enchantment abound in the riveting conclusion to the #1 New York Times bestselling Infernal Devices trilogy.  THE INFERNAL DEVICES WILL NEVER STOP COMING   A net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.   Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Will and Jem, will do anything to save her. As those who love Tessa rally to rescue her from Mortmain’s clutches, Tessa realizes that the only person who can save her is herself. But can a single girl, even one who can command the power of angels, face down an entire army?   The tangled threads of love and loss intertwine as the Shadowhunters are pushed to the very brink of destruction in the breathtaking conclusion to the Infernal Devices trilogy."
