"Book Title","ISBN","Amazon URL","GoodReads Description"
"Starship Troopers","9780441783588","https://www.goodreads.com/buy_buttons/12/follow?book_id=17214&ref=x_gr_w_bb&tag=x_gr_w_bb-20","""Starship Troopers"" is a classic novel by one of science fiction's greatest writers of all time and is now a Tri-Star movie. In one of Heinlein's most controversial bestsellers, a recruit of the future goes through the toughest boot camp in the universe -- and into battle with the Terran Mobile Infantry against mankind's most frightening enemy."
"Memoirs of Hadrian","9780374529260","https://www.goodreads.com/buy_buttons/12/follow?book_id=12172&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imaginative insight of a great writer of the twentieth century while crafting a prose style as elegant and precise as those of the Latin stylists of Hadrian's own era."
"A Bear Called Paddington (Paddington, #1)","9780007174164","https://www.goodreads.com/buy_buttons/12/follow?book_id=160629&ref=x_gr_w_bb&tag=x_gr_w_bb-20","An alternate cover edition of this ISBN can be found here.Mr. and Mrs. Brown first met Paddington, a most endearing bear from Darkest Peru on a railway platform in London. A sign hanging around his neck said, ""Please look after this bear. Thank you"" So that is just what they did.From the very first night when he attempted his first bath and ended up nearly flooding the house, Paddington was seldom far from imminent disaster. Jonathan and Judy were delighted with this havoc and even Mr. and Mrs. Brown had to admit that life seemed to be more filled with adventure when there was a bear in the house."
"On the Beach","9781842322765","https://www.goodreads.com/buy_buttons/12/follow?book_id=38180&ref=x_gr_w_bb&tag=x_gr_w_bb-20","After a nuclear World War III has destroyed most of the globe, the few remaining survivors in southern Australia await the radioactive cloud that is heading their way and bringing certain death to everyone in its path. Among them is an American submarine captain struggling to resist the knowledge that his wife and children in the United States must be dead. Then a faint Morse code signal is picked up, transmitting from somewhere near Seattle, and Captain Towers must lead his submarine crew on a bleak tour of the ruined world in a desperate search for signs of life. On the Beach is a remarkably convincing portrait of how ordinary people might face the most unimaginable nightmare."
"My Cousin Rachel","9780316252966","https://www.goodreads.com/buy_buttons/12/follow?book_id=18869970&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Orphaned at an early age, Philip Ashley is raised by his benevolent older cousin, Ambrose. Resolutely single, Ambrose delights in Philip as his heir, a man who will love his grand home as much as he does himself. But the cosy world the two construct is shattered when Ambrose sets off on a trip to Florence. There he falls in love and marries - and there he dies suddenly. Jealous of his marriage, racked by suspicion at the hints in Ambrose's letters, and grief-stricken by his death, Philip prepares to meet his cousin's widow with hatred in his heart. Despite himself, Philip is drawn to this beautiful, sophisticated, mysterious Rachel like a moth to the flame. And yet... might she have had a hand in Ambrose's death?"
"Go Tell It on the Mountain","9780141185910","https://www.goodreads.com/buy_buttons/12/follow?book_id=17143&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Go Tell It On The Mountain, first published in 1953, is Baldwin's first major work, a semi-autobiographical novel that has established itself as an American classic. With lyrical precision, psychological directness, resonating symbolic power, and a rage that is at once unrelenting and compassionate, Baldwin chronicles a fourteen-year-old boy's discovery of the terms of his identity as the stepson of the minister of a storefront Pentecostal church in Harlem one Saturday in March of 1935. Baldwin's rendering of his protagonist's spiritual, sexual, and moral struggle of self-invention opened new possibilities in the American language and in the way Americans understand themselves."
"The Long Goodbye (Philip Marlowe, #6)","9780394757681","https://www.goodreads.com/buy_buttons/12/follow?book_id=2054&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Marlowe befriends a down on his luck war veteran with the scars to prove it. Then he finds out that Terry Lennox has a very wealthy nymphomaniac wife, who he's divorced and re-married and who ends up dead. And now Lennox is on the lam and the cops and a crazy gangster are after Marlowe."
"A Raisin in the Sun","9780375508332","https://www.goodreads.com/buy_buttons/12/follow?book_id=5517&ref=x_gr_w_bb&tag=x_gr_w_bb-20","""Never before, in the entire history of the American theater, has so much of the truth of black people's lives been seen on the stage,"" observed James Baldwin shortly before A Raisin in the Sun opened on Broadway in 1959.Indeed Lorraine Hansberry's award-winning drama about the hopes and aspirations of a struggling, working-class family living on the South Side of Chicago connected profoundly with the psyche of black America--and changed American theater forever.Â Â The play's title comes from a line in Langston Hughes's poem ""Harlem,"" which warns that a dream deferred might ""dry up/like a raisin in the sun.""""The events of every passing year add resonance to A Raisin in the Sun,"" said The New York Times.Â Â ""It is as if history is conspiring to make the play a classic.""Â Â This Modern Library edition presents the fully restored, uncut version of Hansberry's landmark work with an introduction by Robert Nemiroff."
"The Last Battle (Chronicles of Narnia, #7)","9780007202324","https://www.goodreads.com/buy_buttons/12/follow?book_id=84369&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20","This edition of Lewis's classic fantasy fiction is packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive P.S. section about the history of the book, plus a round-up of the first six titles."
"The Leopard","9780679731214","https://www.goodreads.com/buy_buttons/12/follow?book_id=625094&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The Leopard is a story of a decadent and dying aristocracy threatened by the forces of revolution and democracy. Set against the political upheavals of Italy in the 1860s, it focuses on Don Fabrizio, a Sicilian prince of immense sensual appetites, wealth, and great personal magnetism. Around this powerful figure swirls a glittering array of characters: a Bourbon king, liberals and pseudo liberals, peasants and millionaires."
"The Caine Mutiny","9780316955102","https://www.goodreads.com/buy_buttons/12/follow?book_id=368772&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The novel that inspired the now-classic film The Caine Mutiny and the hit Broadway play The Caine Mutiny Court-Martial, Herman Wouk's boldly dramatic, brilliantly entertaining novel of life-and mutiny-on a Navy warship in the Pacific theater was immediately embraced, upon its original publication in 1951, as one of the first serious works of American fiction to grapple with the moral complexities and the human consequences of World War II. In the intervening half century, The Caine Mutiny has become a perennial favorite of readers young and old, has sold millions of copies throughout the world, and has achieved the status of a modern classic."
"The Daughter of Time (Inspector Alan Grant, #5)","9780684803869","https://www.goodreads.com/buy_buttons/17/follow?book_id=77661&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Scotland Yard Inspector Alan Grant is intrigued by a portrait of Richard III. Could such a sensitive face actually belong to a heinous villain â a king who killed his brother's children to secure his crown? Grant seeks what kind of man Richard was and who in fact killed the princes in the tower."
"A Town Like Alice","9781842323007","https://www.goodreads.com/buy_buttons/12/follow?book_id=107301&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Nevil Shute's most beloved novel, a tale of love and war, follows its enterprising heroine from the Malayan jungle during World War II to the rugged Australian outback.Jean Paget, a young Englishwoman living in Malaya, is captured by the invading Japanese and forced on a brutal seven-month death march with dozens of other women and children. A few years after the war, Jean is back in England, the nightmare behind her. However, an unexpected inheritance inspires her to return to Malaya to give something back to the villagers who saved her life. Jean's travels leads her to a desolate Australian outpost called Willstown, where she finds a challenge that will draw on all the resourcefulness and spirit that carried her through her war-time ordeals."
"The Day of the Triffids","9780812967128","https://www.goodreads.com/buy_buttons/12/follow?book_id=530965&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In 1951 John Wyndham published his novel The Day of the Triffids to moderate acclaim. Fifty-two years later, this horrifying story is a science fiction classic, touted by The Times (London) as having âall the reality of a vividly realized nightmare.âBill Masen, bandages over his wounded eyes, misses the most spectacular meteorite shower England has ever seen. Removing his bandages the next morning, he finds masses of sightless people wandering the city. He soon meets Josella, another lucky person who has retained her sight, and together they leave the city, aware that the safe, familiar world they knew a mere twenty-four hours before is gone forever.But to survive in this post-apocalyptic world, one must survive the Triffids, strange plants that years before began appearing all over the world. The Triffids can grow to over seven feet tall, pull their roots from the ground to walk, and kill a man with one quick lash of their poisonous stingers. With society in shambles, they are now poised to prey on humankind. Wyndham chillingly anticipates bio-warfare and mass destruction, fifty years before their realization, in this prescient account of Cold War paranoia."
"Casino Royale (James Bond, #1)","9780142002025","https://www.goodreads.com/buy_buttons/12/follow?book_id=3758&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Introducing James Bond: charming, sophisticated, handsome, chillingly ruthless and licensed to kill. This, the first of Ian Fleming's tales of secret agent 007, finds Bond on a mission to neutralize a lethal, high-rolling Russian operative called simply ""le Chiffre"" -- by ruining him at the Baccarat table and forcing his Soviet spymasters to ""retire"" him. It seems that lady luck is taken with 007 -- le Chiffre has hit a losing streak. But some people just refuse to play by the rules, and Bond's attraction to a beautiful female agent leads him to disaster and an unexpected savior..."
"Childhood's End","9780345347954","https://www.goodreads.com/buy_buttons/12/follow?book_id=414999&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Without warning, giant silver ships from deep space appear in the skies above every major city on Earth. Manned by the Overlords, in fifty years, they eliminate ignorance, disease, and poverty. Then this golden age ends--and then the age of Mankind begins...."
"Little Bear","9780590319676","https://www.goodreads.com/buy_buttons/12/follow?book_id=201146&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Enter the world of Little Bear. Children will be entranced by Little Bear's trip to the moon, his birthday party, and his wishes and adventures.This is the first of the five classic books about Little Bear, introducing the funny and strikingly childlike bear cub and his friends. The combination of Else Holmelund Minarik's simple, yet eloquent, stories and Maurice Sendak's warm, tender illustrations have made this beloved character an enduring favorite among beginning readers."
"Naked Lunch","9780802140180","https://www.goodreads.com/buy_buttons/12/follow?book_id=7437&ref=x_gr_w_bb&tag=x_gr_w_bb-20","First US paperback edition, 1st printing. First Evergreen Black Cat Edition 1966."
"My Family and Other Animals (Corfu Trilogy, #1)","9780142004418","https://www.goodreads.com/buy_buttons/12/follow?book_id=48132&ref=x_gr_w_bb&tag=x_gr_w_bb-20","When the unconventional Durrell family can no longer endure the damp, gray English climate, they do what any sensible family would do: sell their house and relocate to the sunny Greek isle of Corfu. My Family and Other Animals was intended to embrace the natural history of the island but ended up as a delightful account of Durrellâs familyâs experiences, from the many eccentric hangers-on to the ceaseless procession of puppies, toads, scorpions, geckoes, ladybugs, glowworms, octopuses, bats, and butterflies into their home."
"I Am Legend and Other Stories","9780312865047","https://www.goodreads.com/buy_buttons/12/follow?book_id=547094&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Robert Neville is the last living man on Earth...but he is not alone. Every other man, woman, and child on Earth has become a vampire, and they are all hungry for Neville's blood.By day, he is the hunter, stalking the sleeping undead through the abandoned ruins of civilization. By night, he barricades himself in his home and prays for dawn.How long can one man survive in a world of vampires?I am legend --Buried talents --The near departed --Prey --Witch war --Dance of the dead --Dress of white silk --Mad house --The funeral --From shadowed places --Person to person."
"Inherit the Wind","9780345501035","https://www.goodreads.com/buy_buttons/15/follow?book_id=253264&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","A meaningful play based on the Scopes Monkey Trial of 1925, in which a Tennessee teacher was tried for teaching evolution. The accused was a slight, frightened man who'd deliberately broken the law. His trial was a Roman circus, the chief gladiators being the two great legal giants of the century. Locked in mortal combat, they bellowed & roared imprecations & abuse. The spectators sat uneasily in the sweltering heat with murder in their hearts, barely restraining themselves. America's freedom was at stake."
"Our Man in Havana","9780140184938","https://www.goodreads.com/buy_buttons/12/follow?book_id=133394&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Graham Greene's classic Cuban spy story, now with a new package and a new introduction First published in 1959, Our Man in Havana is an espionage thriller, a penetrating character study, and a political satire that still resonates today. Conceived as one of Graham Greene's 'entertainments,' it tells of MI6's man in Havana, Wormold, a former vacuum-cleaner salesman turned reluctant secret agent out of economic necessity. To keep his job, he files bogus reports based on Lamb's Tales from Shakespeare and dreams up military installations from vacuum-cleaner designs. Then his stories start coming disturbingly true."
"The Foundation Trilogy (Foundation, #1-3)","9780380508563","https://www.goodreads.com/buy_buttons/12/follow?book_id=46654&ref=x_gr_w_bb&tag=x_gr_w_bb-20","A THOUSAND-YEAR EPIC, A GALACTIC STRUGGLE, A MONUMENTAL WORK IN THE ANNALS OF SCIENCE FICTION FOUNDATION begins a new chapter in the story of man's future. As the Old Empire crumbles into barbarism throughout the million worlds of the galaxy, Hari Seldon and his band of psychologists must create a new entity, the Foundation-dedicated to art, science, and technology-as the beginning of a new empire. FOUNDATION AND EMPIRE describes the mighty struggle for power amid the chaos of the stars in which man stands at the threshold of a new enlightened life which could easily be destroyed by the old forces of barbarism. SECOND FOUNDATION follows the Seldon Plan after the First Empire's defeat and describes its greatest threat-a dangerous mutant strain gone wild, which produces a mind capable of bending men's wills, directing their thoughts, reshaping their desires, and destroying the universe."
"4:50 from Paddington (Miss Marple #8)","9781579126933","https://www.goodreads.com/buy_buttons/12/follow?book_id=140278&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Elspeth McGillicuddy is not given to hallucinations. Until she witnesses a murder at Paddington Station. But did she? No victim, no suspect, no other witnesses. In fact no one believes it really happened at all. Except her friend Miss Jane Marple, and she's returning to the scene of the crime to discover just exactly what Mrs. McGillicuddy saw.Also published as: What Mrs. McGillicuddy Saw"
"Bonjour tristesse","9782266127745","https://www.goodreads.com/buy_buttons/12/follow?book_id=61672&ref=x_gr_w_bb&tag=x_gr_w_bb-20","La villa est magnifique, l'Ã©tÃ© brÃ»lant, la MÃ©diterranÃ©e toute proche. CÃ©cile a dix-sept ans. Elle ne connaÃ®t de l'amour que des baisers, des rendez-vous, des lassitudes. Pas pour longtemps. Son pÃ¨re, veuf, est un adepte joyeux des liaisons passagÃ¨res et sans importance. Ils s'amusent, ils n'ont besoin de personne, ils sont heureux. La visite d'une femme de cÅur, intelligente et calme, vient troubler ce dÃ©licieux dÃ©sordre. Comment Ã©carter la menace ? Dans la pinÃ¨de embrasÃ©e, un jeu cruel se prÃ©pare.C'Ã©tait l'Ã©tÃ© 1954. On entendait pour la premiÃ¨re fois la voix sÃ¨che et rapide d'un Â« charmant petit monstre Â» qui allait faire scandale. la deuxiÃ¨me moitiÃ© du XXe siÃ¨cle commenÃ§ait. Elle serait Ã  l'image de cette adolescente dÃ©chirÃ©e entre le remords et le culte du plaisir."
"Beezus and Ramona (Ramona, #1)","9780192750969","https://www.goodreads.com/buy_buttons/12/follow?book_id=91244&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Nine-year-old Beezus Quimby has her hands full with her little sister, Ramona. Sure, other people have little sisters that bother them sometimes, but is there anyone in the world like Ramona? Whether she's taking one bite out of every apple in a box or secretly inviting 15 other 4-year-olds to the house for a party, Ramona is always making trouble--and getting all the attention. Every big sister can relate to the trials and tribulations Beezus must endure. Old enough to be expected to take responsibility for her little sister, yet young enough to be mortified by every embarrassing plight the precocious preschooler gets them into, Beezus is constantly struggling with her mixed-up feelings about the exasperating Ramona."
"A Night to Remember","9780805077643","https://www.goodreads.com/buy_buttons/12/follow?book_id=61834&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The classic minute-by-minute account of the sinking of the Titanic, in a 50th anniversary edition with a new introduction by Nathaniel Philbrick First published in 1955, A Night to Remember remains a completely riveting account of the Titanic's fatal collision and the behavior of the passengers and crew, both noble and ignominious. Some sacrificed their lives, while others fought like animals for their own survival. Wives beseeched husbands to join them in lifeboats; gentlemen went taut-lipped to their deaths in full evening dress; and hundreds of steerage passengers, trapped below decks, sought help in vain. Available for the first time in trade paperback and with a new introduction for the 50th anniversary edition by Nathaniel Philbrick, author of In the Heart of the Sea and Sea of Glory, Walter Lord's classic minute-by-minute re-creation is as vivid now as it was upon first publication fifty years ago. From the initial distress flares to the struggles of those left adrift for hours in freezing waters, this semicentennial edition brings that moonlit night in 1912 to life for a new generation of readers."
"The Dharma Bums","9780140042528","https://www.goodreads.com/buy_buttons/12/follow?book_id=412732&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Two ebullient young men search for Truth the Zen way: from marathon wine-drinking bouts, poetry jam sessions, and ""yabyum"" in San Francisco's Bohemia to solitude in the high Sierras and a vigil atop Desolation Peak in Washington State. Published just a year after On the Road put the Beat Generation on the map, The Dharma Bums is sparked by Kerouac's expansiveness, humor, and a contagious zest for life."
"Please Don't Eat the Daisies","9780385048606","https://www.goodreads.com/buy_buttons/12/follow?book_id=1235257&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Please Don't Eat the Daisies has sold millions of copies since its original publication in 1957. It became a film in 1960 starring David Niven and Doris Day, and a television series in 1965. Now you can hear why many consider Jean Kerr to be one of America's funniest writers. In this unique collection of essays, Kerr captures the perils of motherhood, wifehood, selfhood, and other assorted challenges. Listen and learn ""How to Decorate in One Easy Breakdown"" and how to drop those unwanted pounds with ""Aunt Jean's Marshmallow Fudge Diet."" Please Don't Eat the Daisies strikes modern listeners as particularly funny because these feminist issues are still relevant today."
"The Third Man","9780140286823","https://www.goodreads.com/buy_buttons/12/follow?book_id=48800&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Rollo Martins' usual line is the writing of cheap paperback Westerns under the name of Buck Dexter. But when his old friend Harry Lime invites him to Vienna, he jumps at the chance. With exactly five pounds in his pocket, he arrives only just in time to make it to his friend's funeral. The victim of an apparently banal street accident, the late Mr. Lime, it seems, had been the focus of a criminal investigation, suspected of nothing less than being ""the worst racketeer who ever made a dirty living in this city."" Martins is determined to clear his friend's name, and begins an investigation of his own..."
"Mrs. McGinty's Dead (Hercule Poirot, #30)","9781572707313","https://www.goodreads.com/buy_buttons/12/follow?book_id=121622&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20","Mrs. McGinty is dead and everyone suspects James Bentley, her slightly shifty lodger, but Superintendent Spence is suspicious enough to ask for Hercule Poirot's assistance. Soon, the seemingly simple situation turns into a complex web of lies and hidden identities. Unabridged. 5 CDs."
"The Visit","9780802130662","https://www.goodreads.com/buy_buttons/12/follow?book_id=317764&ref=x_gr_w_bb&tag=x_gr_w_bb-20","This is the first complete English translation of the play that many critics consider to be Durrenmatt's finest work. Unlike an earlier version adapted for the English-language stage, this translation adheres faithfully to the author's original play as it was published and performed in German.The action of The Visit takes place in the small town of Guellen, ""somewhere in Central Europe."" An elderly millionairesse, Claire Zachanassian, returns to Guellen, her home town, after an absence of many years. Merely on the promise of her millions, she shortly turns what has been a depressed area into a boom town. But there is a condition attached to her largess, which the natives of Guellen realize only after they have become enmeshed in her vengeful plot: murder. Out of these elements, Durrenmatt has fashioned a many-leveled play which is at once a macabre parable, a deeply moving tragedy, and a scathing indictment of the power of greed."
"Katherine","9781556525322","https://www.goodreads.com/buy_buttons/13/follow?book_id=33609&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21","This classic romance novel tells the true story of the love affair that changed historyâthat of Katherine Swynford and John of Gaunt, Duke of Lancaster, the ancestors of most of the British royal family. Set in the vibrant 14th century of Chaucer and the Black Death, the story features knights fighting in battle, serfs struggling in poverty, and the magnificent PlantagenetsâEdward III, the Black Prince, and Richard IIâwho ruled despotically over a court rotten with intrigue. Within this era of danger and romance, John of Gaunt, the kingâs son, falls passionately in love with the already married Katherine. Their well-documented affair and love persist through decades of war, adultery, murder, loneliness, and redemption. This epic novel of conflict, cruelty, and untamable love has become a classic since its first publication in 1954."
"Billiards at Half-Past Nine","9780140187243","https://www.goodreads.com/buy_buttons/12/follow?book_id=69882&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Heinrich BÃ¶ll's well-known, vehement opposition to fascism and war informs this moving story of Robert Faehmel. After being drawn into the Second World War to command retreating German forces despite his anti-Nazi feelings, Faehmel struggles to re-establish a normal life at war's end. He adheres to a rigorous schedule, including a daily game of billiards. When his routine is breached by an old friend, now a power in German reconstruction, Faehmel is forced to confront both public and private memories."
"The Chrysalids","9780140013085","https://www.goodreads.com/buy_buttons/12/follow?book_id=826845&ref=x_gr_w_bb&tag=x_gr_w_bb-20","A world paralysed by genetic mutationJohn Wyndham takes the reader into the anguished heart of a community where the chances of breeding true are less than fifty per cent and where deviations are rooted out and destroyed as offences and abominations."
"The Grand Sophy","9780099465638","https://www.goodreads.com/buy_buttons/12/follow?book_id=261689&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Resourceful, adventurous and utterly indefatigable, Sophy is hardly the mild-mannered girl that the Rivenhalls expect when they agree to take her in. Kind-hearted Aunt Lizzy is shocked; stern Cousin Charles and his humorless fiancÃ©e Eugenia are disapproving.With her inimitable mixture of exuberance and grace Sophy soon sets about endearing herself to her family, but finds herself increasingly drawn to her cousin. Can she really be falling in love with him, and he with her? And what of his betrothal to Eugenia?"
"Till We Have Faces","9780156904360","https://www.goodreads.com/buy_buttons/12/follow?book_id=17343&ref=x_gr_w_southomepage_bp_sout_bb&tag=x_gr_w_southomepage_bp_sout_bb-20","In this timeless tale of two mortal princesses- one beautiful and one unattractive- C.S. Lewis reworks the classical myth of Cupid and Psyche into an enduring piece of contemporary fiction. This is the story of Orual, Psyche's embittered and ugly older sister, who posessively and harmfully loves Psyche. Much to Orual's frustration, Psyche is loved by Cupid, the god of love himself, setting the troubled Orual on a path of moral development.Set against the backdrop of Glome, a barbaric, pre-Christian world, the struggles between sacred and profane love are illuminated as Orual learns that we cannot understand the intent of the gods ""till we have faces"" and sincerity in our souls and selves."
"A Child's Christmas in Wales","9780823405657","https://www.goodreads.com/buy_buttons/12/follow?book_id=563820&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Originally emerging from a piece written for radio, the poem was recorded by Thomas in 1952. The story is an anecdotal retelling of a Christmas from the view of a young child and is a romanticised version of Christmases past, portraying a nostalgic and simpler time. It is one of Thomas' most popular works.Summary (on verso of title page): A Welsh poet recalls the celebration of Christmas in Wales and the feelings it evoked in him as a child."
"The Stars My Destination","9780679767800","https://www.goodreads.com/buy_buttons/12/follow?book_id=333867&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In this pulse-quickening novel, Alfred Bester imagines a future in which people ""jaunte"" a thousand miles with a single thought, where the rich barricade themselves in labyrinths and protect themselves with radioactive hit men - and where an inarticulate outcast is the most valuable and dangerous man alive. The Stars My Destination is a classic of technological prophecy and timeless narrative enchantment by an acknowledged master of science fiction."
"The Miracle Worker","9780743457583","https://www.goodreads.com/buy_buttons/12/follow?book_id=22327&ref=x_gr_w_southomepage_bp_sout_bb&tag=x_gr_w_southomepage_bp_sout_bb-20","NO ONE COULD REACH HER.Twelve-year-old Helen Keller lived in a prison of silence and darkness. Born deaf, blind, and mute, with no way to express herself or comprehend those around her, she flew into primal rages against anyone who tried to help her, fighting tooth and nail with a strength born of furious, unknowing desperation. Then Annie Sullivan came. Half-blind herself, but possessing an almost fanatical determination, she would begin a frightening and incredibly moving struggle to tame the wild girl no one could reach, and bring Helen into the world at last...."
"Strangers on a Train","9780393321982","https://www.goodreads.com/buy_buttons/14/follow?book_id=15677&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The world of Patricia Highsmith has always been filled with ordinary people, all of whom are capable of very ordinary crimes. This theme was present from the beginning, when her debut novel, Strangers on a Train, galvanized the reading public. Here we encounter Guy Haines and Charles Anthony Bruno, passengers on the same train. But while Guy is a successful architect in the midst of a divorce, Bruno turns out to be a sadistic psychopath who manipulates Guy into swapping murders with him. âSome people are better off dead,â Bruno remarks, âlike your wife and my father, for instance.â As Bruno carries out his twisted plan, Guy is trapped in Highsmithâs perilous world, where, under the right circumstances, anybody is capable of murder.The inspiration for Alfred Hitchcockâs classic 1951 film, Strangers on a Train launched Highsmith on a prolific career of noir fiction, proving her a master at depicting the unsettling forces that tremble beneath the surface of everyday contemporary life."
"Seize the Day","9780142437612","https://www.goodreads.com/buy_buttons/12/follow?book_id=52782&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Deftly interweaving humor and pathos, Saul Bellow evokes in the climactic events of one day the full drama of one man's search to affirm his own worth and humanity."
"The Mandarins","9780007203949","https://www.goodreads.com/buy_buttons/12/follow?book_id=19528&ref=x_gr_w_bb&tag=x_gr_w_bb-20","In her most famous novel, Simone de Beauvoir does not flinch in her look at Parisian intellectual society at the end of World War II. Drawing on those surrounding her -- Jean-Paul Sartre, Albert Camus, Arthur Koestler -- and her passionate love affair with Nelson Algren, Beauvoir dissects the emotional and philosophical currents of her time. At once an engrossing drama and an intriguing political tale, The Mandarins is the emotional odyssey of a woman torn between her inner desire and her public life.The Mandarins won France's highest literary prize, the Prix Goncourt."
"Peyton Place","-1","https://www.goodreads.com/buy_buttons/15/follow?book_id=2184836&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","First published in 1956, PEYTON PLACE uncovers the passions, lies and cruelties that simmer beneath the surface of a postcard-perfect town. At the centre of the novel are three women, each with a secret to hide: Constance MacKenzie, the original desperate housewife; her daughter Allison, whose dreams are stifled by small-town small-mindedness; and Selena Cross, her gypsy-eyed friend from the wrong side of the tracks."
"Justine (The Alexandria Quartet #1)","9780140153194","https://www.goodreads.com/buy_buttons/12/follow?book_id=13037&ref=x_gr_w_bb&tag=x_gr_w_bb-20","The time is the eve of the Second World War. The place is Alexandria, an Egyptian city that once housed the world's greatest library and whose inhabitants are still dedicated to knowledge. But for the obsessed and purblind characters in this mesmerizing first novel of the Alexandria Quartet, the pursuit of knowledge leads to no library, only to the bedrooms in which each seeks to know - and possess - the other. Since its publication in 1957, ""Justine"" has inspired an almost religious devotion among readers and critics. It is not so much a book as it is a self-contained universe, constructed by one of the most elegant and formidably intelligent minds in contemporary fiction."
"Pnin","9781400041985","https://www.goodreads.com/buy_buttons/12/follow?book_id=30593&ref=x_gr_w_bb&tag=x_gr_w_bb-20","One of the best-loved of Nabokovâs novels, Pnin features his funniest and most heart-rending character. Professor Timofey Pnin is a haplessly disoriented Russian Ã©migrÃ© precariously employed on an American college campus in the 1950s. Pnin struggles to maintain his dignity through a series of comic and sad misunderstandings, all the while falling victim both to subtle academic conspiracies and to the manipulations of a deliberately unreliable narrator.Initially an almost grotesquely comic figure, Pnin gradually grows in stature by contrast with those who laugh at him. Whether taking the wrong train to deliver a lecture in a language he has not mastered or throwing a faculty party during which he learns he is losing his job, the gently preposterous hero of this enchanting novel evokes the readerâs deepest protective instinct.Serialized in The New Yorker and published in book form in 1957, Pnin brought Nabokov both his first National Book Award nomination and hitherto unprecedented popularity."
"Goodbye, Columbus and Five Short Stories","9780679601593","https://www.goodreads.com/buy_buttons/12/follow?book_id=29744&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Winner of the National Book AwardRoth's award-winning first book--about Neil Klugman, Brenda Patimkin, and their relationship which tests the boundaries of suspicion, social class, and love--instantly established its author's reputation as a writer of explosive wit, merciless insight, and a fierce compassion for even the most self-deluding of characters."
"Old Yeller","9780060935474","https://www.goodreads.com/buy_buttons/12/follow?book_id=130580&ref=x_gr_w_bb&tag=x_gr_w_bb-20"," At first, Travis couldn't stand the sight of Old Yeller. The stray dog was ugly, and a thieving rascal, too. But he sure was clever, and a smart dog could be a big help on the wild Texas frontier, especially with Papa away on a long cattle drive up to Abilene. Strong and courageous, Old Yeller proved that he could protect Travis's family from any sort of danger. But can Travis do the same for Old Yeller?"
"Speak, Memory","9780141183220","https://www.goodreads.com/buy_buttons/17/follow?book_id=30594&ref=x_gr_w_bb&tag=x_gr_w_bb-20","'Speak, memory' said Vladimir Nabokov. And immediately there came flooding back to him a host of enchanting recollections - of his comfortable childhood and adolescence, of his rich, liberal-minded father, his beautiful mother, an army of relations and family hangers-on and of grand old houses in St Petersburg and the surrounding countryside in pre-revolutionary Russia. Young love, butterflies, tutors and a multitude of other themes thread together to weave an autobiography which is itself a work of art. This Penguin Modern Classic edition contains an appendix, 'Chapter sixteen', a pseudo-review written by Nabokov in 1950 but only now published for the first time in paperback. Speak, Memory was first published in 1951 as Conclusive Evidence and then assiduously revised and republished in 1966 under the title Speak Memory, an Autobiography Revisited."
