"Book Title","ISBN","Amazon URL","GoodReads Description","Wikipedia Description","Readgeek Description"
"Kiss Me Twice","9780751536713","https://www.goodreads.com/buy_buttons/13/follow?book_id=13520236&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21","Novella.A group of trendy-somethings milled outside the police line, clearly torn between curiosity and the need for a caffeine fix...","""Kiss Me"" is a song originally released in 1982 by the British band Tin Tin (sometimes written TinTin). The song was allegedly written within 24 hours after the band had signed a record deal with WEA Records. The single peaked at number 155 on the UK Singles Chart and was in 1983 released on Sire Records in the U.S., where it made the Billboard dance chart. The lead singer and guitarist in Tin Tin, Stephen Duffy, later re-recorded the song twice and released it as a solo single using the name of Stephen ""Tin Tin"" Duffy. The first re-recording was released as a single only in the West Midlands region in 1984. Another version was recorded in late 1984 and released as a single on 25 February 1985. This version made its debut at number 22 in the UK singles chart and peaked at number 4 in March, selling more than 250,000 copies within three weeks and thus being certified silver.","The Gold Coast is a 1990 novel by Nelson DeMille.
It is about John Sutter, a Wall Street lawyer, and Frank Bellarosa, a mafia don, and the conflict between the two that occurs when Bellarosa moves to the North Shore, the same New York neighborhood as Sutter. Bellarosa befriends Sutter and his wife Susan, and convinces Sutter to represent him in a high-profile case. This draws unwanted attention to Sutter from the Internal Revenue Service and embroils him in a tangled web of deceit and betrayal.
The Gate House, a sequel to The Gold Coast, was released on October 28, 2008."
"The End is Now (The Apocalypse Triptych, #2)","9781497484375","https://www.goodreads.com/buy_buttons/15/follow?book_id=18870656&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Famine. Death. War. Pestilence. These are the harbingers of the biblical apocalypse, of the End of the World. In science fiction, the end is triggered by less figurative means: nuclear holocaust, biological warfare/pandemic, ecological disaster, or cosmological cataclysm. But before any catastrophe, there are people who see it coming. During, there are heroes who fight against it. And after, there are the survivors who persevere and try to rebuild. THE APOCALYPSE TRIPTYCH will tell their stories. Edited by acclaimed anthologist John Joseph Adams and bestselling author Hugh Howey, The Apocalypse Triptych is a series of three anthologies of apocalyptic fiction. THE END IS NIGH focuses on life before the apocalypse. THE END IS NOW turns its attention to life during the apocalypse. And THE END HAS COME explores life after the apocalypse. THE END IS NIGH is about the match. THE END HAS COME is about what will rise from the ashes. THE END IS NOW is about the conflagration. THE END IS NOW table of contents: INTRODUCTION by John Joseph Adams - HERD IMMUNITY by Tananarive Due - THE SIXTH DAY OF DEER CAMP by Scott Sigler - GOODNIGHT STARS by Annie Bellet - ROCK MANNING CAN'T HEAR YOU by Charlie Jane Anders - FRUITING BODIES by Seanan McGuire - BLACK MONDAY by Sarah Langan - ANGELS OF THE APOCALYPSE by Nancy Kress - AGENT ISOLATED by David Wellington - THE GODS WILL NOT BE SLAIN by Ken Liu - YOU'VE NEVER SEEN EVERYTHING by Elizabeth Bear - BRING THEM DOWN by Ben H. Winters - TWILIGHT OF THE MUSIC MACHINES by Megan Arkenberg - SUNSET HOLLOW by Jonathan Maberry - PENANCE by Jake Kerr - AVTOMAT by Daniel H. Wilson - DANCING WITH BATGIRL IN THE LAND OF NOD by Will McIntosh - BY THE HAIR OF THE MOON by Jamie Ford - TO WRESTLE NOT AGAINST FLESH AND BLOOD by Desirina Boskovich - IN THE MOUNTAIN by Hugh Howey - DEAR JOHN by Robin Wasserman.""","",""
"State of Wonder","9781408821886","https://www.goodreads.com/buy_buttons/12/follow?book_id=10288116&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Award-winning, New York Times bestselling author Ann Patchett returns with a provocative and assured novel of morality and miracles, science and sacrifice set in the Amazon rainforest. Infusing the narrative with the same ingenuity and emotional urgency that pervaded her acclaimed previous novels Bel Canto, Taft, Run, The Magician's Assistant, and The Patron Saint of Liars, Patchett delivers an enthrallingly innovative tale of aspiration, exploration, and attachment in State of Wonder - a gripping adventure story and a profound look at the difficult choices we make in the name of discovery and love.Dr. Marina Singh, a research scientist with a Minnesota pharmaceutical company, is sent to Brazil to track down her former mentor, Dr. Annick Swenson, who seems to have all but disappeared in the Amazon while working on what is destined to be an extremely valuable new drug, the development of which has already cost the company a fortune. Nothing about Marina's assignment is easy: not only does no one know where Dr. Swenson is, but the last person who was sent to find her, Marina's research partner Anders Eckman, died before he could complete his mission. Plagued by trepidation, Marina embarks on an odyssey into the insect-infested jungle in hopes of finding her former mentor as well as answers to several troubling questions about her friend's death, the state of her company's future, and her own past.Once found, Dr. Swenson, now in her seventies, is as ruthless and uncompromising as she ever was back in the days of Grand Rounds at Johns Hopkins. With a combination of science and subterfuge, she dominates her research team and the natives she is studying with the force of an imperial ruler. But while she is as threatening as anything the jungle has to offer, the greatest sacrifices to be made are the ones Dr. Swenson asks of herself, and will ultimately ask of Marina, who finds she may still be unable to live up to her teacher's expectations.In a narrative replete with poison arrows, devouring snakes, and a neighboring tribe of cannibals, State of Wonder is a world unto itself, where unlikely beauty stands beside unimaginable loss. It is a tale that leads the reader into the very heart of darkness, and then shows us what lies on the other side.","State of Wonder is a 2011 novel by American author Ann Patchett. It is the story of pharmacologist Marina Singh, who journeys to Brazil to bring back information about seemingly miraculous drug research being conducted there by her former teacher, Dr. Annick Swenson. The book was published by Bloomsbury in the United Kingdom and by Harper in the United States. It was critically well received, and was nominated for the Wellcome Trust Book Prize and the Orange Prize for Fiction, among other nominations.","Far away, in the ancient empire of Greater Fallowfields, things are falling apart. The imperial orchestra is presided over by a conductor who has never played a note, the clocks are changed constantly to ensure that the sun always sets at five o' clock, and the Astronomer Royal is only able to use the observatory telescope when he can find a sixpence to put in its slot. But while the kingdom drifts, awaiting the return of the young emperor, who has gone abroad and communicates only by penny post, a sinister and unfamiliar enemy is getting closer and closer...A Cruel Bird Came to the Nest and Looked In is Magnus Mills's most ambitious work to date. A surreal portrait of a world that, although strange and distant, contains rather too many similarities to our own for the alien not to become brilliantly familiar and disturbingly close to home. It is comic writing at its best - and it is Magnus Mills's most ambitious, enjoyable and rewarding novel to date."
"Carry On","9781250135025","https://www.goodreads.com/buy_buttons/12/follow?book_id=25392545&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Simon Snow is the worst Chosen One who's ever been chosen.That's what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he's probably right.Half the time, Simon can't even make his wand work, and the other half, he starts something on fire. His mentor's avoiding him, his girlfriend broke up with him, and there's a magic-eating monster running around, wearing Simon's face. Baz would be having a field day with all this, if he were here -- it's their last year at the Watford School of Magicks, and Simon's infuriating nemesis didn't even bother to show up.Carry On - The Rise and Fall of Simon Snow is a ghost story, a love story and a mystery. It has just as much kissing and talking as you'd expect from a Rainbow Rowell story - but far, far more monsters.","",""
"Second Son (Jack Reacher, #15.5)","9780553397734","https://www.goodreads.com/buy_buttons/15/follow?book_id=12191246&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Ever wondered what early experiences shaped Reacher's explosive career as butt-kicker supreme the one-man guided-missile battler for justice? This short story features an incident in Jack's teen years as the youngest son of a tough career US Marine on a faraway military base in the Pacific.","""Second Son"" is a short story featuring Jack Reacher, a fictional character created by British author Jim Grant (who writes under the pen name of Lee Child).[1][2] It is notable in several ways: in being a short story, as Reacher mainly appears in full-length novels, of which sixteen appeared as of 2012[citation needed]; in giving a glimpse of the teen-age Reacher, making the story a prequel set far earlier chronologically than all other appearances of Reacher[citation needed]. ""Second Son"" and ""Deep Down"" were both released originally for the Kindle.[citation needed] ""Second Son"" was later included in the paperback and Kindle editions of ""The Affair"".[citation needed] ""Second Son"" was bundled with the movie Jack Reacher as a Target Exclusive, when the movie was released on Blu-ray on 7 May 2013.[citation needed]","Why would a casino try and stop you from losing? How can a mathematical formula find your future spouse? Would you know if a statistical analysis blackballed you from a job you wanted?Today, number crunching affects your life in ways you might never imagine. In this lively and groundbreaking new book, economist Ian Ayres shows how today's best and brightest organizations are analyzing massive databases at lightening speed to provide greater insights into human behavior. They are the Super Crunchers. From internet sites like Google and Amazon that know your tastes better than you do, to a physician's diagnosis and your child's education, to boardrooms and government agencies, this new breed of decision makers are calling the shots. And they are delivering staggeringly accurate results. How can a football coach evaluate a player without ever seeing him play? Want to know whether the price of an airline ticket will go up or down before you buy? How can a formula outpredict wine experts in determining the best vintages? Super crunchers have the answers. In this brave new world of equation versus expertise, Ayres shows us the benefits and risks, who loses and who wins, and how super crunching can be used to help, not manipulate us.Gone are the days of solely relying on intuition to make decisions. No businessperson, consumer, or student who wants to stay ahead of the curve should make another keystroke without reading Super Crunchers."
"Divine Descendant (Nikki Glass #4)","-1","https://www.goodreads.com/buy_buttons/12/follow?book_id=23501141&ref=x_gr_w_bb&tag=x_gr_w_bb-20","For Immortal Huntress and cunning private investigator Nikki Glass, vengeance trumps all in the final novel in acclaimed author Jenna Black's addictive urban fantasy series!What happens when fertility goddesses go on strike? Nothing much√¢¬Ä¬îexcept maybe the end of the human race.When private investigator Nikki Glass became immortal as a descendant of Artemis, she never dreamed she√¢¬Ä¬ôd find herself playing marriage counselor to the gods. But she doesn√¢¬Ä¬ôt really have much of a choice when the crazed ex-wife of Anderson Kane√¢¬Ä¬îa god in disguise who just happens to be the son of a Fury√¢¬Ä¬îdecides to enact revenge by wiping out all of humanity. Somehow, Nikki must convince the two to kiss and make up, but with Anderson now gone AWOL, she'll have to find him first. To top it all off, the cat√¢¬Ä¬ôs out of the bag that Anderson killed Konstantin, the Olympians√¢¬Ä¬ô deposed leader. Now their new boss√¢¬Ä¬îKonstantin√¢¬Ä¬ôs son√¢¬Ä¬îis out for blood.With every mere mortal√¢¬Ä¬ôs fate now resting in Nikki√¢¬Ä¬ôs hands, can she outsmart the gods√¢¬Ä¬¶or will she be doomed to spend the rest of eternity in a barren and desolate world?","The Descendants is a novel written by Kaui Hart Hemmings. The 2011 American film The Descendants, directed by Alexander Payne, with the adapted screenplay by Payne, Nat Faxon, and Jim Rash,[1] is based on this novel.[2]",""
"Distraction (Underground Kings, #3)","9781523773879","https://www.goodreads.com/buy_buttons/12/follow?book_id=21064108&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Sven is a man who takes pride in his ability to separate himself from his emotions. He's a man who knows who he is and where he's going in life, a man who needs no one, because needing someone, anyone, is a weakness. Maggie wants the happily ever after but has never picked the right men, or stuck around long enough, to build a forever. It's always been easier to get out early, before emotions make things messy. When Maggie wakes up naked in Sven's bed, with no memory of the night before, these two must be honest about their feelings and face their fears, so they can build a future together. Will love be enough for them to get their happy ending together, or will a threat from outside strike them down before they ever have a chance?","""Distraction"" is a song by American singer and songwriter Kehlani. It was released on July 23, 2016, and serves as the second single from her debut album SweetSexySavage. In the song, Kehlani asks if a lover is willing to distract her from her work.[1] The single is nominated for Best R&B Performance at the 60th Grammy Awards, marking Kehlani's second Grammy Award nomination.",""
"The Locals","9780812993226","https://www.goodreads.com/buy_buttons/15/follow?book_id=34836990&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","A rural working-class New England town electsas its mayor a New York hedge fund millionaire, in this inspired novel for our times--fiction in the tradition of Jonathan Franzen and Jennifer Egan, with the urgency of Hillbilly Elegy.  Mark Firth is a contractor and home restorer in Howland, Massachusetts, who feels opportunity passing his family by. After being swindled by a financial advisor, what future can Mark promise his wife, Karen, and their young daughter, Haley? He finds himself envying the wealthy weekenders in his community whose houses sit empty all winter.  Philip Hadi used to be one of these people. But in the nervous days after 9/11 he flees New York and hires Mark to turn his Howland home into a year-round -secure location- from which he can manage billions of dollars of other people's money. The collision of these two men's very different worlds--rural vs. urban, middle class vs. wealthy--is the engine of Jonathan Dee's powerful new novel.  Inspired by Hadi, Mark looks around for a surefire investment: the mid-decade housing boom. Over Karen's objections, and teaming up with his troubled brother, Gerry, Mark starts buying up local property with cheap debt. Then the town's first selectman dies suddenly, and Hadi volunteers for office. He soon begins subtly transforming Howland in his image--with unexpected results for Mark and his extended family.  Here are the dramas of twenty-first-century America--rising inequality, working class decline, a new authoritarianism--played out in the classic setting of some of our greatest novels: the small town. The Locals is that rare work of fiction capable of capturing a fraught American moment in real time. Advance praise for The Locals  -There could not be a more timely novel than The Locals. It examines the American self and American selfishness from 9/11 until today. Jonathan Dee has given us a master class in empathy and compassion, a vital book.---Nathan Hill, author of The Nix  -Jonathan Dee's manner is so forthright, his approach so quietly intelligent and direct, his small-town America with its dreams and ambitions and sense of order and rectitude so familiar, we realize we have acknowledged nothing particularly alarming about our weakening grasp on a functioning democracy. Hiding in plain sight is the blueprint of our decline--our easy corruptibility and willed ignorance, our ethical wobbliness and eagerness to sanitize history. The Locals is an absolutely riveting novel that dares to prod us awake. Whoever has ears let them hear--indeed.---Joy Williams, author of The Visiting Privilege","Local usually refers to something nearby, or in the immediate area.",""
"Torment (Dark Alpha, #1)","-1","https://www.goodreads.com/buy_buttons/12/follow?book_id=23636876&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Shifters live in the shadows of Seattle, just under the skin of the alpha male, dot-com entrepreneurs who are building a new Silicon Valley in the Emerald City. Jak enjoys the female human population of Seattle as much as any wolf, but his heart belongs to a female shifter who√¢¬Ä¬ôs already mated. Worse, she√¢¬Ä¬ôs the mate of his alpha√¢¬Ä¬ôs brother. Arianna was captured from her pack when she was only twenty and mated to a wolf whose dark side takes full advantage of her unbreakable bond to him. Her nights belong to him, but her days are free to explore other things√¢¬Ä¬¶ including feelings for a wolf she can never have. Is love stronger than magic? Or will breaking an unbreakable bond destroy them both? Torment (Dark Alpha 1) is 60 pages or 15,000 words. It's the first of six episodes in the Dark Alpha serial. Adult content. Ages 18+.","Torment is the second novel in the Fallen series written by Lauren Kate. It is a young adult, fantasy, paranormal romance published in 2010 under Delacorte Press. It continues the story of Lucinda Price, who is cursed by being reincarnated every 17 years after involving herself in a romantic relationship with a fallen angel named Daniel. Something seems to be different during this lifetime, and Daniel is determined to keep Luce safe from hostile forces while he teams up with other angels and demons in an eighteen-day long truce. He installs Luce at the prestigious Shoreline school in Northern California, where she meets a number of nephilim students who have yet to choose between good and evil. Luce is frustrated by Daniel's unwillingness to be honest with her and is determined to discover the truth on her own. The book still revolves mostly around the concept of religion, fallen angels and reincarnation with the introduction of shadow travel.[1]",""
"A World Gone Mad: The Diaries of Astrid Lindgren, 1939-45","9781782273073","https://www.goodreads.com/buy_buttons/15/follow?book_id=32790773&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","These personal diaries kept by Astrid Lindgren, author of the world famous Pippi Longstocking books, chronicle the horrors of World War II. This is the British edition. The American edition is titled War Diaries 1939-1945.Before she became internationally known for her Pippi Longstocking books, Astrid Lindgren was an aspiring author living in Stockholm with her family at the outbreak of the Second World War. The diaries she kept throughout the hostilities offer a civilian's, a mother's, and an aspiring writer√¢¬Ä¬ôs unique account of the devastating conflict. She emerges as a morally courageous critic of violence and war, as well as a deeply sensitive and astute observer of world affairs. We hear her thoughts about rationing, blackouts, the Soviet invasion of Finland, and the nature of evil, as well as of her personal heartbreaks, financial struggles, and trials as a mother and writer.Posthumously published in Sweden to great international acclaim, these diaries were called in the Swedish press an √¢¬Ä¬úunparalleled war narrative,√¢¬Ä¬ù √¢¬Ä¬úunprecedented.√¢¬Ä¬ù and a √¢¬Ä¬úshocking history lesson.√¢¬Ä¬ù Illustrated with family photographs, newspaper clippings, and facsimile pages, Lindgren√¢¬Ä¬ôs diaries provide an intensely personal and vivid account of Europe during the war.","""'In a World Gone Mad'"" is an anti-war protest song released by the Beastie Boys. It was made available in March 2003 on the band's website in MP3 format as a free download. In its lyrics it directly references the war on terror and war on Iraq as well as political figures George W. Bush and Saddam Hussein.",""
"Taste of Darkness (Healer, #3)","9780778315858","https://www.goodreads.com/buy_buttons/6/follow?book_id=13617556","She's fought death and won. But how can she fight her fears?Avry knows hardship and trouble. She fought the plague and survived. She took on King Tohon and defeated him. But now her heart-mate, Kerrick, is missing, and Avry fears he's gone forever.But there's a more immediate threat: The Skeleton King plots to claim the Fifteen Realms for his own. With armies in disarray and the dead not staying down, Avry's healing powers are needed now more than ever.Torn between love and loyalty, Avry must choose her path carefully. For the future of her world depends on her decision.","Daughter of Darkness is a 1972 psychological thriller written by Jan and Robert Lowell, a husband and wife who use the joint pseudonym J. R. Lowell.[1]","A New York Times bestseller!""Readers who enjoyed Kristin Hannah's The Nightingale and Sara Gruen's Water for Elephants will embrace this novel. "" —Library Journal""Secrets, lies, treachery, and passion…. I read this novel in a headlong rush."" —Christina Baker Kline, #1 New York Times bestselling author of Orphan TrainA powerful novel of friendship set in a traveling circus during World War II, The Orphan's Tale introduces two extraordinary women and their harrowing stories of sacrifice and survival Sixteen-year-old Noa has been cast out in disgrace after becoming pregnant by a Nazi soldier and being forced to give up her baby. She lives above a small rail station, which she cleans in order to earn her keep When Noa discovers a boxcar containing dozens of Jewish infants bound for a concentration camp, she is reminded of the child that was taken from her. And in a moment that will change the course of her life, she snatches one of the babies and flees into the snowy night. Noa finds refuge with a German circus, but she must learn the flying trapeze act so she can blend in undetected, spurning the resentment of the lead aerialist, Astrid. At first rivals, Noa and Astrid soon forge a powerful bond. But as the facade that protects them proves increasingly tenuous, Noa and Astrid must decide whether their friendship is enough to save one anotheror if the secrets that burn between them will destroy everything."
"Fighting for the Forty-Ninth Star: C. W. Snedden and the Crusade for Alaska Statehood","9781883309060","https://www.goodreads.com/buy_buttons/15/follow?book_id=11287656&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","When Alaskans in the 1950s demanded an end to ""second-class citizenship"" of territorial status, southern powerbrokers on Capitol Hill were the primary obstacles. They feared a forty-ninth state would tip the balance of power against segregation, and therefore keeping Alaska out of the Union was simply another means of keeping black children out of white schools.C.W. ""Bill"" Snedden, the publisher of America's farthest north daily newspaper, the√Ç¬†Fairbanks Daily News-Miner, helped lead the battle of the Far North against the Deep South. Working behind the scenes with his protege, a young attorney named Ted Stevens, and a fellow Republican newspaperman, Secretary of Interior Fred Seaton, Snedden's ""magnificent obsession"" would open the door to development of the oil fields at Prudhoe Bay, inspire establishment of the Arctic Wildlife Range (now the Arctic National Wildlife Refuge), and add the forty-ninth star to the flag.Fighting for the Forty-Ninth Star√Ç¬†is the story of how the publisher of a little newspaper four thousand miles from Washington, D.C., helped convince Congress that Alaskans should be second-class citizens no more.","",""
"The End is Nigh (The Apocalypse Triptych, #1)","9781495471179","https://www.goodreads.com/buy_buttons/12/follow?book_id=20898210&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Famine. Death. War. Pestilence. These are the harbingers of the biblical apocalypse, of the End of the World. In science fiction, the end is triggered by less figurative means: nuclear holocaust, biological warfare/pandemic, ecological disaster, or cosmological cataclysm. But before any catastrophe, there are people who see it coming. During, there are heroes who fight against it. And after, there are the survivors who persevere and try to rebuild. THE APOCALYPSE TRIPTYCH will tell their stories. Edited by acclaimed anthologist John Joseph Adams and bestselling author Hugh Howey, THE APOCALYPSE TRIPTYCH is a series of three anthologies of apocalyptic fiction. THE END IS NIGH focuses on life before the apocalypse. THE END IS NOW turns its attention to life during the apocalypse. And THE END HAS COME focuses on life after the apocalypse. THE END IS NIGH features all-new, never-before-published works by Hugh Howey, Paolo Bacigalupi, Jamie Ford, Seanan McGuire, Tananarive Due, Jonathan Maberry, Scott Sigler, Robin Wasserman, Nancy Kress, Charlie Jane Anders, Ken Liu, and many others. √¢¬Ä¬¢ √¢¬Ä¬¢ √¢¬Ä¬¢ √¢¬Ä¬¢ TABLE OF CONTENTS: Introduction by John Joseph Adams | √¢¬Ä¬úThe Balm and the Wound√¢¬Ä¬ù by Robin Wasserman | √¢¬Ä¬úHeaven is a Place on Planet X√¢¬Ä¬ù by Desirina Boskovich | √¢¬Ä¬úBreak! Break! Break!√¢¬Ä¬ù by Charlie Jane Anders | √¢¬Ä¬úThe Gods Will Not Be Chained√¢¬Ä¬ù by Ken Liu | √¢¬Ä¬úWedding Day√¢¬Ä¬ù by Jake Kerr | √¢¬Ä¬úRemoval Order√¢¬Ä¬ù by Tananarive Due | √¢¬Ä¬úSystem Reset√¢¬Ä¬ù by Tobias S. Buckell | √¢¬Ä¬úThis Unkempt World is Falling to Pieces√¢¬Ä¬ù by Jamie Ford | √¢¬Ä¬úBRING HER TO ME√¢¬Ä¬ù by Ben H. Winters | √¢¬Ä¬úIn the Air√¢¬Ä¬ù by Hugh Howey | √¢¬Ä¬úGoodnight Moon√¢¬Ä¬ù by Annie Bellet | √¢¬Ä¬úDancing with Death in the Land of Nod√¢¬Ä¬ù by Will McIntosh | √¢¬Ä¬úHouses Without Air√¢¬Ä¬ù by Megan Arkenberg | √¢¬Ä¬úThe Fifth Day of Deer Camp√¢¬Ä¬ù by Scott Sigler | √¢¬Ä¬úEnjoy the Moment√¢¬Ä¬ù by Jack McDevitt | √¢¬Ä¬úPretty Soon the Four Horsemen are Going to Come Riding Through√¢¬Ä¬ù by Nancy Kress | √¢¬Ä¬úSpores√¢¬Ä¬ù by Seanan McGuire | √¢¬Ä¬úShe√¢¬Ä¬ôs Got a Ticket to Ride√¢¬Ä¬ù by Jonathan Maberry | √¢¬Ä¬úAgent Unknown√¢¬Ä¬ù by David Wellington | √¢¬Ä¬úEnlightenment√¢¬Ä¬ù by Matthew Mather | √¢¬Ä¬úShooting the Apocalypse√¢¬Ä¬ù by Paolo Bacigalupi | √¢¬Ä¬úLove Perverts√¢¬Ä¬ù by Sarah Langan.","The end is nigh is a phrase frequently used in relation to potential apocalyptic events or the Biblical Apocalypse.",""
"Where All Light Tends to Go","9780399172779","https://www.goodreads.com/buy_buttons/12/follow?book_id=22046395&ref=x_gr_w_bb&tag=x_gr_w_bb-20","""Lyrical, propulsive, dark and compelling. Joy knows well the grit and gravel of his world, the soul and blemishes of the place.""--Daniel Woodrell In the country-noir tradition of Winter's Bone meets 'Breaking Bad,' a savage and beautiful story of a young man seeking redemption. The area surrounding Cashiers, North Carolina, is home to people of all kinds, but the world that Jacob McNeely lives in is crueler than most. His father runs a methodically organized meth ring, with local authorities on the dime to turn a blind eye to his dealings. Having dropped out of high school and cut himself off from his peers, Jacob has been working for this father for years, all on the promise that his payday will come eventually.√Ç¬† The only joy he finds comes from reuniting with Maggie, his first love, and a girl clearly bound for bigger and better things than their hardscrabble town. Jacob has always been resigned to play the cards that were dealt him, but when he botches a murder and sets off a trail of escalating violence, he√¢¬Ä¬ôs faced with a choice: stay and appease his kingpin father, or leave the mountains with the girl he loves. In a place where blood is thicker than water and hope takes a back seat to fate, Jacob wonders if he can muster the strength to rise above the only life he√¢¬Ä¬ôs ever known.","","The companion to the 1 blockbuster bestseller The Day the Crayons Quit Im not sure what it is about this kid Duncan but his crayons sure are a colorful bunch of characters Having soothed the hurt feelings of one group who threatened to quit Duncan now faces a whole new group of crayons asking to be rescued From Maroon Crayon who was lost beneath the sofa cushions and then broken in two after Dad sat on him to Burnt Sienna who was eaten by the dog and then puked up on the living room rug NOT pretty Duncan to poor Turquoise whose head is now stuck to one of Duncans socks after they both ended up in the dryer together to Pea Green who knows darn well that no kid likes peas and who ran away changing his name to Esteban the Magnificent-each and every crayon has a woeful tale to tell and a plea to be brought home to the crayon box Drew Daywalt and Oliver Jeffers have combined to create a companion book every bit as funny and kid-friendly as the 1 bestselling The Day the Crayons Quit Praise for The Day the Crayons Quit The 1 New York Times bestselling phenomenon-over 65 weeks on the bestseller list Amazons 2013 Best Picture Book of the Year A Barnes Noble Best Book of 2013 Goodreads 2013 Best Picture Book of the Year Hilarious Move over Click Clack Moo weve got a new contender for the most successful picture-book strike -BCCB starred review Jeffers elevates crayon drawing to remarkable heights -Booklist Fresh and funny -The Wall Street Journal This book will have children asking to have it read again and again -Library Media Connection This colorful title should make for an uproarious storytime -School Library Journal starred review These memorable personalities will leave readers glancing apprehensively at their own crayon boxes -Publishers Weekly starred review Utterly original -San Francisco Chronicle"
"Tel Aviv Noir","9781522692515","https://www.goodreads.com/buy_buttons/12/follow?book_id=24778588&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Narrated by: Jonathan Davis, Elizabeth Evans, Victor Bevine, Jennifer Van Dyck, Suzanne Toren, Jeff WoodmanLength: 8 hrs and 46 mins","Code Noir is a postcyberpunk novel by science fiction author Marianne de Pierres and the Second Parrish Plessis Novel",""
"Archangel's Legion (Guild Hunter, #6)","9780575112148","https://www.goodreads.com/buy_buttons/15/follow?book_id=18345514&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20","Nalini Singh, the New York Times bestselling ""alpha author of paranormal romance"" (Booklist) returns to an immortal world of violent passion and lethal power√¢¬Ä¬¶on the brink of a deadly archangelic war.Angels are falling from the sky in New York, struck down by a vicious, unknown force.Vampires are dying impossibly of disease.Guild hunter Elena Deveraux and the Archangel Raphael must discover the source of the wave of death before it engulfs their city and their people, leaving New York a ruin and Raphael√¢¬Ä¬ôs Tower under siege by enemy archangels.Yet even as they fight desperately to save the city, an even darker force is stirring, its chill eyes trained on New York√¢¬Ä¬¶and on Raphael. Rivers of crimson and nightmares given flesh, the world will never again be the same√¢¬Ä¬¶","The Legion is a 2010 novel (ISBN 0-7553-5374-9) by Simon Scarrow, the tenth book in the Eagles of the Empire series, where we see the return of Macro and Cato, this time trouble is brewing in Egypt. At the start Macro and Cato are continuing their search for the rebel leader Ajax who has now retreated to Egypt. Meanwhile trouble brews between a bordering nation and the two officers must choose between revenge or saving the province.",""
"A Demon Bound (Imp, #1)","-1","https://www.goodreads.com/buy_buttons/12/follow?book_id=17979809&ref=x_gr_w_bb&tag=x_gr_w_bb-20","Samantha Martin is an imp, enjoying an extended vacation from Hel. All she wants to do is drink beer by the pool, play mischievous pranks on the humans, and get her hot neighbor in the sack. It√¢¬Ä¬ôs a relaxing break from her infernal home, as long as she manages to avoid the angels, who won√¢¬Ä¬ôt hesitate to execute her on sight.But when her naughty hellhound lands her in trouble with the local werewolf pack, Sam is blackmailed into helping track and catch a killer. The steps she must take to appease the werewolves will put her right in the crosshairs of the angels. And with angels, there is no second chance.","",""
