"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"The City of Mirrors (The Passage, #3)","9780752897899","4.2","Justin Cronin","English","598","Orion (UK)","June 16th 2016","['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Dystopia']","https://www.goodreads.com/book/show/12379094-the-city-of-mirrors"
"Revived","9780316094627","3.8","Cat Patrick","English","352","Little, Brown Books for Young Readers","May 8th 2012","['Young Adult', 'Science Fiction', 'Romance', 'Fantasy']","https://www.goodreads.com/book/show/12681233-revived"
"The Last Town (Wayward Pines, #3)","-1","4.09","Blake Crouch","English","308","Thomas & Mercer","July 15th 2014","['Thriller', 'Horror', 'Science Fiction', 'Fiction', 'Mystery']","https://www.goodreads.com/book/show/20423680-the-last-town"
"Girl, Stolen (Girl, Stolen #1)","9780805090055","4.01","April Henry","English","213","Henry Holt and Co.","December 1st 2010","['Young Adult', 'Mystery', 'Realistic Fiction', 'Thriller', 'Contemporary', 'Fiction']","https://www.goodreads.com/book/show/7906105-girl-stolen"
"The Sisters Brothers","9781847083180","3.83","Patrick deWitt","English","328","Granta Books (UK)","May 1st 2011","['Fiction', 'Historical', 'Historical Fiction', 'Westerns', 'Historical', 'Cultural', 'Canada']","https://www.goodreads.com/book/show/11482875-the-sisters-brothers"
"Decision Points","9780307590619","3.78","George W. Bush","English","497","Crown","November 9th 2010","['History', 'Politics', 'Autobiography', 'Memoir', 'Biography', 'Nonfiction', 'Politics', 'Presidents']","https://www.goodreads.com/book/show/8099187-decision-points"
"City of Stairs (The Divine Cities, #1)","9780804137171","4.12","Robert Jackson Bennett","English","452","Broadway Books","September 9th 2014","['Fantasy', 'Fiction', 'Mystery', 'Fantasy', 'Urban Fantasy', 'Science Fiction']","https://www.goodreads.com/book/show/20174424-city-of-stairs"
"Hag-Seed: The Tempest Retold","9781781090220","3.88","Margaret Atwood","English","293","Hogarth","October 6th 2016","['Fiction', 'Fantasy', 'Retellings', 'Literary Fiction', 'Contemporary', 'Cultural', 'Canada']","https://www.goodreads.com/book/show/29245653-hag-seed"
"Daimon (Covenant, #0.5)","9780983157267","4.11","Jennifer L. Armentrout","English","62","Spencer Hill Press","May 10th 2011","['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Mythology', 'Romance']","https://www.goodreads.com/book/show/10860399-daimon"
"Prey","9780307577658","3.73","Linda Howard","English","12","Random House Audio","September 6th 2011","['Romance', 'Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Romance', 'Contemporary Romance', 'Fiction']","https://www.goodreads.com/book/show/10000269-prey"
"Transcendence","-1","4.12","Shay Savage","English","312","Shay Savage, LLC","February 13th 2014","['Romance', 'Science Fiction', 'Time Travel', 'Historical', 'Romance', 'Historical Romance', 'Fantasy', 'Historical', 'Historical Fiction', 'Adult']","https://www.goodreads.com/book/show/20504754-transcendence"
"The Running Dream","9780375866678","4.3","Wendelin Van Draanen","English","332","Knopf Books for Young Readers","January 11th 2011","['Young Adult', 'Realistic Fiction', 'Sports and Games', 'Sports', 'Fiction', 'Contemporary', 'Disability']","https://www.goodreads.com/book/show/8354134-the-running-dream"
"So You've Been Publicly Shamed","9781594487132","3.93","Jon Ronson","English","290","Riverhead Books","March 31st 2015","['Nonfiction', 'Psychology', 'Sociology', 'Audiobook']","https://www.goodreads.com/book/show/22571552-so-you-ve-been-publicly-shamed"
"Everyone Brave is Forgiven","-1","3.79","Chris Cleave","English","433","Simon & Schuster","May 3rd 2016","['Historical', 'Historical Fiction', 'Fiction', 'War', 'World War II', 'Historical', 'War']","https://www.goodreads.com/book/show/28230461-everyone-brave-is-forgiven"
"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)","9780062429971","4.35","Terry Pratchett","English","276","Harper","September 1st 2015","['Young Adult', 'Fantasy', 'Humor']","https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown"
"The Mime Order (The Bone Season, #2)","9781620408957","4.2","Samantha Shannon","English","528","Bloomsbury USA","January 26th 2016","['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Paranormal', 'Fiction']","https://www.goodreads.com/book/show/25663860-the-mime-order"
"Ø³Ø§Ù Ø§ÙØ¨Ø§ÙØ¨Ù","9786140105232","4.24","Ø³Ø¹ÙØ¯ Ø§ÙØ³ÙØ¹ÙØ³Ù","Arabic","400","Ø§ÙØ¯Ø§Ø± Ø§ÙØ¹Ø±Ø¨ÙØ© ÙÙØ¹ÙÙÙ ÙØ§Ø´Ø±ÙÙ","2014","['Novels']","https://www.goodreads.com/book/show/13637412"
"The Calling (Darkness Rising, #2)","9780061797057","4.1","Kelley Armstrong","English","326","Harper","April 10th 2012","['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Supernatural']","https://www.goodreads.com/book/show/11765920-the-calling"
"The Leopard Vanguard (Leopard King Saga, #1)","-1","4.0","T.A. Uner","English","351","Amazon Digital Services, Inc.","October 7th 2014","['Fantasy', 'Historical', 'Historical Fiction', 'Historical', 'Fantasy', 'Magic', 'Fiction', 'Roman']","https://www.goodreads.com/book/show/19549846-the-leopard-vanguard"
"Come as You Are: The Surprising New Science that Will Transform Your Sex Life","9781476762098","4.24","Emily Nagoski","English","400","Simon  Schuster","March 3rd 2015","['Nonfiction', 'Science', 'Sexuality', 'Feminism', 'Psychology', 'Self Help']","https://www.goodreads.com/book/show/22609341-come-as-you-are"
"The Seven Husbands of Evelyn Hugo","9781501139239","4.19","Taylor Jenkins Reid","English","400","Atria Books","June 13th 2017","['Historical', 'Historical Fiction', 'Fiction', 'Contemporary', 'Romance', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo"
"Toxic (Denazen, #2)","9781620610169","4.05","Jus Accardo","English","317","Entangled Teen","October 16th 2012","['Fantasy', 'Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Romance', 'Paranormal Romance']","https://www.goodreads.com/book/show/13097681-toxic"
"Public Library and Other Stories","9780241237465","3.49","Ali Smith","English","220","Hamish Hamilton","November 5th 2015","['Short Stories', 'Fiction', 'Writing', 'Books About Books', 'Contemporary']","https://www.goodreads.com/book/show/25902919-public-library-and-other-stories"
"CÃ¢ntecul sÃ¢ngelui (Umbra corbului, #1)","9786067192056","4.46","Anthony  Ryan","Romanian","736","Trei","May 2015","['Fantasy', 'Fantasy', 'Epic Fantasy', 'Fiction', 'Fantasy', 'High Fantasy']","https://www.goodreads.com/book/show/25742979-c-ntecul-s-ngelui"
"Shadows (Lux, #0.5)","9781620610084","4.16","Jennifer L. Armentrout","English","179","Entangled Publishing","February 21st 2012","['Young Adult', 'Fantasy', 'Paranormal', 'Science Fiction', 'Aliens', 'Romance', 'Fantasy', 'Science Fiction']","https://www.goodreads.com/book/show/13183957-shadows"
"Warriors of the Cross (Warrior, #1)","9781453753422","3.78","T.R. Graves","English","434","Smashwords Edition","February 26th 2011","['Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Magic', 'Romance', 'Paranormal Romance', 'Young Adult']","https://www.goodreads.com/book/show/10711520-warriors-of-the-cross"
"Hellboy, Vol. 9: The Wild Hunt (Hellboy, #9)","9781595824318","4.46","Mike Mignola","English","192","Dark Horse Books","March 23rd 2010","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Horror', 'Fantasy', 'Graphic Novels Comics', 'Comics', 'Comic Book']","https://www.goodreads.com/book/show/7131445-hellboy-vol-9"
"The Tiger: A True Story of Vengeance and Survival","9780307268938","4.01","John Vaillant","English","352","Knopf","August 24th 2010","['Nonfiction', 'History', 'Animals', 'Environment', 'Nature', 'Cultural', 'Russia', 'Adventure']","https://www.goodreads.com/book/show/7624594-the-tiger"
"Turn to Me (Kathleen Turner, #2)","9780985374211","4.37","Tiffany Snow","English","444","","April 13th 2012","['Romance', 'Romance', 'Romantic Suspense', 'Suspense', 'Mystery']","https://www.goodreads.com/book/show/13610768-turn-to-me"
"Deadly Currents (An RM Outdoor Adventures Mystery, #1)","9780738721620","3.41","Beth Groundwater","English","300","Midnight Ink","March 8th 2011","['Mystery', 'Fiction', 'Mystery', 'Cozy Mystery']","https://www.goodreads.com/book/show/8735254-deadly-currents"
"Why Be Happy When You Could Be Normal?","9780307401243","3.95","Jeanette Winterson","English","230","Knopf Canada","March 6th 2012","['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Glbt', 'Queer', 'Lgbt', 'Biography Memoir', 'Feminism', 'Glbt', 'Lesbian', 'Parenting', 'Adoption', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/11395597-why-be-happy-when-you-could-be-normal"
"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","9780062092892","3.76","Karen Abbott","English","513","Harper","September 2nd 2014","['Nonfiction', 'History', 'Military History', 'Civil War', 'Biography', 'Historical']","https://www.goodreads.com/book/show/18679391-liar-temptress-soldier-spy"
"The Sculptor","9781596435735","4.0","Scott McCloud","English","488","First Second","February 3rd 2015","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fiction', 'Fantasy', 'Art']","https://www.goodreads.com/book/show/22040598-the-sculptor"
"Redeployment","9781594204999","3.97","Phil Klay","English","288","Penguin Press","March 4th 2014","['Short Stories', 'Fiction', 'War', 'War', 'Military']","https://www.goodreads.com/book/show/18114068-redeployment"
"Unlovable (Port Fare, #1)","-1","4.05","Sherry Gammon","English","520","Wordpainting Unlimited Inc.","January 19th 2011","['Young Adult', 'Romance', 'Contemporary', 'Sociology', 'Abuse']","https://www.goodreads.com/book/show/10380227-unlovable"
"Skinny Bitch: Ultimate Everyday Cookbook: Crazy Delicious Recipes that Are Good to the Earth and Great for Your Bod","9780762439379","3.84","Kim Barnouin","English","304","Running Press Adult","October 19th 2010","['Food and Drink', 'Cookbooks', 'Food and Drink', 'Cooking', 'Nonfiction', 'Food and Drink', 'Food', 'Food and Drink', 'Vegan']","https://www.goodreads.com/book/show/7724779-skinny-bitch"
"One Summer","9780446583145","3.72","David Baldacci","English","351","Grand Central Publishing","June 14th 2011","['Fiction', 'Romance', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/9509289-one-summer"
"Ruins (Partials Sequence, #3)","9780062071101","4.05","Dan Wells","English","464","Balzer + Bray","March 11th 2014","['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction']","https://www.goodreads.com/book/show/17607716-ruins"
"Flight of the Sparrow","9780451466693","3.9","Amy Belding Brown","English","368","NAL","July 1st 2014","['Historical', 'Historical Fiction', 'Fiction', 'Historical']","https://www.goodreads.com/book/show/18693612-flight-of-the-sparrow"
"J","9780224101974","2.92","Howard Jacobson","English","326","Jonathan Cape","August 14th 2014","['Fiction', 'Literary Fiction', 'Abandoned', 'Contemporary']","https://www.goodreads.com/book/show/22370991-j"
"The Naturals (The Naturals, #1)","9781423168232","4.17","Jennifer Lynn Barnes","English","308","Disney-Hyperion","November 5th 2013","['Mystery', 'Young Adult', 'Thriller', 'Contemporary', 'Romance']","https://www.goodreads.com/book/show/13597723-the-naturals"
"Worth Dying For (Jack Reacher, #15)","9780440339342","4.21","Lee Child","English","400","Delacorte Press","October 19th 2010","['Thriller', 'Fiction', 'Mystery']","https://www.goodreads.com/book/show/8357992-worth-dying-for"
"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)","9780385611077","4.35","Terry Pratchett","English","349","Doubleday Childrens","September 2nd 2010","['Fantasy', 'Young Adult', 'Fiction', 'Humor']","https://www.goodreads.com/book/show/7576115-i-shall-wear-midnight"
"Eliza and Her Monsters","9780062290137","4.29","Francesca Zappia","English","385","Greenwillow Books","May 30th 2017","['Contemporary', 'Young Adult', 'Romance']","https://www.goodreads.com/book/show/31931941-eliza-and-her-monsters"
"I'll Mature When I'm Dead: Dave Barry's Amazing Tales of Adulthood","9780399156502","3.77","Dave Barry","English","254","Putnam Adult","May 4th 2010","['Humor', 'Nonfiction', 'Writing', 'Essays', 'Humor', 'Comedy', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/7416236-i-ll-mature-when-i-m-dead"
"Shattered (Slated, #3)","9781408319505","4.25","Teri Terry","English","402","Orchard Books","March 6th 2014","['Science Fiction', 'Dystopia', 'Young Adult', 'Science Fiction']","https://www.goodreads.com/book/show/17901410-shattered"
"The Presidents Club: Inside the World's Most Exclusive Fraternity","9781439127704","4.15","Nancy Gibbs","English","641","Simon  Schuster","April 17th 2012","['History', 'Politics', 'Nonfiction', 'Politics', 'Presidents', 'Biography', 'North American Hi...', 'American History']","https://www.goodreads.com/book/show/12410640-the-presidents-club"
"No Turning Back (Kathleen Turner, #1)","-1","4.18","Tiffany Snow","English","[]","Brilliance Audio","September 3rd 2013","['Romance', 'Romance', 'Romantic Suspense', 'Mystery', 'Suspense', 'Contemporary']","https://www.goodreads.com/book/show/11786581-no-turning-back"
"Out of Breath (Breathing, #3)","9780141348469","4.31","Rebecca Donovan","English","485","Penguin Books","July 2nd 2013","['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Sociology', 'Abuse']","https://www.goodreads.com/book/show/18194370-out-of-breath"
"What is Not Yours is Not Yours","9781594634635","3.63","Helen Oyeyemi","English","325","Riverhead Books","March 8th 2016","['Short Stories', 'Fiction', 'Magical Realism', 'Fantasy']","https://www.goodreads.com/book/show/25810500-what-is-not-yours-is-not-yours"
"Lexicon","9781594205385","3.9","Max Barry","English","390","Penguin Press","June 18th 2013","['Science Fiction', 'Fiction', 'Thriller', 'Fantasy', 'Mystery']","https://www.goodreads.com/book/show/16158596-lexicon"
"The Invention of Nature: Alexander von Humboldt's New World","9780385350662","4.3","Andrea Wulf","English","473","Knopf","September 15th 2015","['Nonfiction', 'Science', 'History', 'Biography', 'Environment', 'Nature', 'Science', 'Natural History']","https://www.goodreads.com/book/show/23995249-the-invention-of-nature"
"ÐÐ½ÑÑÑÑÑÐ½Ñ ÑÑÑÐ¾ÑÑÑ. ÐÐ¸ÑÐµÑÐ½Ð¸Ðº â Ð½Ð°Ð¹ÑÑÐºÐ°Ð²ÑÑÐ¸Ð¹ Ð¾ÑÐ³Ð°Ð½ Ð½Ð°ÑÐ¾Ð³Ð¾ ÑÑÐ»Ð°","9789661493215","4.01","Giulia Enders","Ukrainian","288","ÐÐ»ÑÐ± ÑÑÐ¼ÐµÐ¹Ð½Ð¾Ð³Ð¾ Ð´Ð¾Ð·Ð²ÑÐ»Ð»Ñ","July 30th 2015","['Nonfiction', 'Science', 'Health', 'Health', 'Medicine', 'Medical', 'Science', 'Biology']","https://www.goodreads.com/book/show/28486025"
"America's Deadliest Export: Democracy â The Truth About US Foreign Policy and Everything Else","9781780324456","4.02","William Blum","English","361","Zed Books","January 1st 2013","['History', 'Nonfiction', 'Politics', 'The United States Of America']","https://www.goodreads.com/book/show/15794280-america-s-deadliest-export"
"Guests on Earth","9781616202538","3.62","Lee Smith","English","326","A Shannon Ravenel Book","October 15th 2013","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'American', 'Southern']","https://www.goodreads.com/book/show/17433973-guests-on-earth"
"The Year of the Gadfly","9780547548593","3.5","Jennifer   Miller","English","374","Houghton Mifflin Harcourt","May 8th 2012","['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Young Adult', 'Coming Of Age']","https://www.goodreads.com/book/show/12224817-the-year-of-the-gadfly"
"Here and Now: Letters (2008-2011)","-1","3.73","Paul Auster","English","256","Penguin Audio","July 3rd 2013","['Nonfiction', 'Autobiography', 'Memoir', 'Writing', 'Essays', 'Biography']","https://www.goodreads.com/book/show/24904375-here-and-now"
"The Perfect Hope (Inn Boonsboro, #3)","9781455807048","4.14","Nora Roberts","English","[]","Brilliance Audio","November 6th 2012","['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Womens Fiction', 'Chick Lit']","https://www.goodreads.com/book/show/12951824-the-perfect-hope"
"Penpal","9780985545505","3.88","Dathan Auerbach","English","252","1000Vultures","June 2012","['Horror', 'Fiction', 'Mystery', 'Thriller']","https://www.goodreads.com/book/show/14578407-penpal"
"GuantÃ¡namo Diary","9780316328685","4.07","Mohamedou Ould Slahi","English","379","Little, Brown and Company","January 20th 2015","['Nonfiction', 'Autobiography', 'Memoir', 'Politics', 'History', 'Biography', 'War', 'Biography Memoir', 'Biography', 'Autobiography', 'War', 'Terrorism', 'Audiobook']","https://www.goodreads.com/book/show/22208267-guant-namo-diary"
"A Map of the World","9780385720106","3.79","Jane Hamilton","English","400","Anchor Books","December 3rd 1999","['Fiction', 'Contemporary']","https://www.goodreads.com/book/show/5205.A_Map_of_the_World"
"Barely Breathing (Breathing, #2)","9780141348452","4.33","Rebecca Donovan","English","579","Razorbill","March 14th 2013","['Romance', 'Young Adult', 'New Adult', 'Sociology', 'Abuse', 'Contemporary']","https://www.goodreads.com/book/show/16130895-barely-breathing"
"Congo: een geschiedenis","9789023456636","4.32","David Van Reybrouck","Dutch","680","De Bezige Bij","May 2010","['History', 'Nonfiction', 'Cultural', 'Africa']","https://www.goodreads.com/book/show/8225859-congo"
"Tales from the Shadowhunter Academy","9781481443258","4.47","Cassandra Clare","English","672","Margaret K. McElderry Books","November 15th 2016","['Fantasy', 'Young Adult']","https://www.goodreads.com/book/show/28954137-tales-from-the-shadowhunter-academy"
"All the Single Ladies: Unmarried Women and the Rise of an Independent Nation","9781476716565","4.04","Rebecca Traister","English","339","Simon  Schuster","March 1st 2016","['Nonfiction', 'Feminism', 'History', 'Politics', 'Sociology', 'Womens', 'Audiobook']","https://www.goodreads.com/book/show/25814394-all-the-single-ladies"
"Dead in the Family (Sookie Stackhouse, #10)","9780441018642","3.88","Charlaine Harris","English","311","Ace Books","May 4th 2010","['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction']","https://www.goodreads.com/book/show/7091488-dead-in-the-family"
"Sleeping Beauties","9781501163401","3.79","Stephen King","English","702","Scribner","September 26th 2017","['Horror', 'Fantasy', 'Fiction', 'Thriller']","https://www.goodreads.com/book/show/34466922-sleeping-beauties"
"2312","9780316098120","3.43","Kim Stanley Robinson","English","561","Orbit","May 22nd 2012","['Science Fiction', 'Fiction', 'Abandoned']","https://www.goodreads.com/book/show/11830394-2312"
"Out of Turn (Kathleen Turner, #4)","-1","4.45","Tiffany Snow","English","473","Montlake Romance","December 17th 2013","['Romance', 'Romance', 'Romantic Suspense', 'Suspense', 'Mystery', 'Contemporary']","https://www.goodreads.com/book/show/17313935-out-of-turn"
"How to Tell Toledo from the Night Sky","9781250047021","3.31","Lydia Netzer","English","339","St. Martin's Press","July 1st 2014","['Fiction', 'Romance', 'Contemporary', 'Magical Realism', 'Literary Fiction', 'Audiobook', 'Adult']","https://www.goodreads.com/book/show/18404247-how-to-tell-toledo-from-the-night-sky"
"Star Wars: Dawn of the Jedi, Volume 1: Force Storm","9781595829795","3.72","John Ostrander","English","128","Dark Horse Comics","December 12th 2012","['Media Tie In', 'Star Wars', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Science Fiction', 'Fantasy', 'Fiction']","https://www.goodreads.com/book/show/15745903-star-wars"
"Born with Teeth","9780316334310","3.87","Kate Mulgrew","English","302","Little, Brown and Company","April 14th 2015","['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Audiobook']","https://www.goodreads.com/book/show/22875097-born-with-teeth"
"Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death, #1)","9780982167120","3.93","Ryan North","English","452","Machines of Death","October 13th 2010","['Short Stories', 'Fiction', 'Science Fiction', 'Anthologies', 'Fantasy', 'Humor', 'Horror', 'Science Fiction', 'Dystopia', 'Speculative Fiction', 'Death']","https://www.goodreads.com/book/show/9548075-machine-of-death"
"Manhunt: The Ten-Year Search for Bin Laden--from 9/11 to Abbottabad","9780307969552","4.08","Peter L. Bergen","English","[]","Random House Audio","May 1st 2012","['Nonfiction', 'History', 'Politics', 'War', 'War', 'Military', 'War', 'Terrorism']","https://www.goodreads.com/book/show/13147885-manhunt"
"The Golden Lily (Bloodlines, #2)","9781595143181","4.36","Richelle Mead","English","418","Penguin Group","June 12th 2012","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance']","https://www.goodreads.com/book/show/8709523-the-golden-lily"
"Reason to Breathe (Breathing, #1)","9780141348445","4.23","Rebecca Donovan","English","524","Razorbill","January 17th 2013","['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Sociology', 'Abuse']","https://www.goodreads.com/book/show/16130889-reason-to-breathe"
"Sand Omnibus (Sand, #1-5)","-1","3.96","Hugh Howey","English","336","Broad Reach Publishing","January 9th 2014","['Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Fantasy', 'Science Fiction']","https://www.goodreads.com/book/show/20509356-sand-omnibus"
"Please Ignore Vera Dietz","9780375865862","3.9","A.S. King","English","326","Alfred A. Knopf Books for Young Readers","October 12th 2010","['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery']","https://www.goodreads.com/book/show/6665671-please-ignore-vera-dietz"
"American Assassin (Mitch Rapp, #1)","9781416595182","4.23","Vince Flynn","English","435","Atria Simon & Schuster","October 12th 2010","['Thriller', 'Fiction', 'Spy Thriller', 'Espionage', 'Action', 'Mystery']","https://www.goodreads.com/book/show/7959473-american-assassin"
"Justice (New Species, #4)","9781419937569","4.31","Laurann Dohner","English","222","Ellora's Cave","November 11th 2011","['Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Romance', 'Adult Fiction', 'Erotica', 'Paranormal', 'Shapeshifters']","https://www.goodreads.com/book/show/12961307-justice"
"Amped","9780385535151","3.47","Daniel H. Wilson","English","277","Doubleday","June 5th 2012","['Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia', 'Thriller', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction', 'Cyberpunk', 'Adult', 'Audiobook', 'Science', 'Technology']","https://www.goodreads.com/book/show/12678461-amped"
"Evil and the Mask","9781616952129","3.45","Fuminori Nakamura","English","356","Soho Crime","June 11th 2013","['Fiction', 'Cultural', 'Japan', 'Thriller', 'Mystery', 'Asian Literature', 'Japanese Literature', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/13642753-evil-and-the-mask"
"Z Is for Moose","9780060799847","4.14","Kelly Bingham","English","32","Greenwillow Books","February 28th 2012","['Childrens', 'Picture Books', 'Childrens', 'Humor', 'Animals']","https://www.goodreads.com/book/show/12576704-z-is-for-moose"
"Chase the Darkness (Alpha Pack, #7)","9780451466921","4.06","J.D. Tyler","English","257","Signet","August 4th 2015","['Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Paranormal', 'Shapeshifters', 'Romance', 'Fantasy', 'Urban Fantasy']","https://www.goodreads.com/book/show/20649134-chase-the-darkness"
"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)","-1","4.2","Abbi Glines","English","300","Abbi Glines","December 14th 2012","['Romance', 'Contemporary', 'Romance', 'Contemporary Romance', 'Young Adult']","https://www.goodreads.com/book/show/16070903-fallen-too-far"
"Flash Boys: A Wall Street Revolt","9780393244663","4.13","Michael   Lewis","English","288","W. W. Norton  Company","March 31st 2014","['Nonfiction', 'Business', 'Economics', 'Finance', 'Economics', 'History', 'Audiobook', 'Science', 'Technology', 'Politics', 'Currency', 'Money', 'Writing', 'Journalism']","https://www.goodreads.com/book/show/20604826-flash-boys"
"Station Eleven","9781447268970","4.02","Emily St. John Mandel","English","333","Picador","2015","['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic']","https://www.goodreads.com/book/show/23593321-station-eleven"
"A Million Worlds with You (Firebird, #3)","9780062562548","4.08","Claudia Gray","English","432","HarperTeen","November 1st 2016","['Young Adult', 'Science Fiction', 'Fantasy', 'Romance']","https://www.goodreads.com/book/show/28960207-a-million-worlds-with-you"
"Human Acts","9781101906729","4.15","Han Kang","English","218","Hogarth Press","January 17th 2017","['Fiction', 'Historical', 'Historical Fiction', 'Literary Fiction', 'Historical', 'Cultural', 'Asia']","https://www.goodreads.com/book/show/30091914-human-acts"
"Uprooted","9781447294146","4.11","Naomi Novik","English","438","Pan Macmillan","May 12th 2016","['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Romance']","https://www.goodreads.com/book/show/27827627-uprooted"
"Reading Jackie: Her Autobiography in Books","9780385531009","3.64","William Kuhn","English","368","Anchor","December 7th 2010","['Biography', 'Nonfiction', 'History', 'Writing', 'Books About Books']","https://www.goodreads.com/book/show/9936785-reading-jackie"
"A World of Curiosities: Surprising, Interesting, and Downright Unbelievable Facts from Every Nation on the Planet","9780452297838","4.12","John Oldale","English","320","Plume","April 24th 2012","['Nonfiction', 'History', 'Reference', 'Trivia', 'Science', 'Geography', 'Travel']","https://www.goodreads.com/book/show/13084838-a-world-of-curiosities"
"Carry On","9781447298908","4.2","Rainbow Rowell","English","522","Macmillan Children's Books (UK)","October 8th 2015","['Young Adult', 'Fantasy', 'Romance', 'Lgbt', 'Fiction']","https://www.goodreads.com/book/show/25350996-carry-on"
"Raising Steam (Discworld, #40, Moist von Lipwig #3 )","9780857522276","3.94","Terry Pratchett","English","377","Doubleday","November 7th 2013","['Fantasy', 'Fiction', 'Humor', 'Humor', 'Comedy']","https://www.goodreads.com/book/show/11275323-raising-steam"
"Fun & Games","9780316133289","3.89","Duane Swierczynski","English","286","Mulholland Books","June 20th 2011","['Mystery', 'Crime', 'Mystery', 'Thriller', 'Fiction', 'Mystery', 'Noir', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/9583669-fun-games"
"The Sins of the Father (The Clifton Chronicles, #2)","9781250000972","4.03","Jeffrey Archer","English","352","St. Martin's Press","May 8th 2012","['Fiction', 'Historical', 'Historical Fiction']","https://www.goodreads.com/book/show/12160906-the-sins-of-the-father"
"News of the World","9780062409201","4.11","Paulette Jiles","English","209","William Morrow","October 4th 2016","['Historical', 'Historical Fiction', 'Fiction', 'Westerns', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction', 'Adventure']","https://www.goodreads.com/book/show/25817493-news-of-the-world"
"A Gathering of Shadows (Shades of Magic, #2)","9780765376473","4.32","V.E. Schwab","English","512","Tor Books","February 23rd 2016","['Fantasy']","https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows"
"Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut","9780525951568","3.56","Rob Sheffield","","288","Dutton","July 15th 2010","['Music', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Humor']","https://www.goodreads.com/book/show/7515197-talking-to-girls-about-duran-duran"
"Confidence Men: Wall Street, Washington, and the Education of a President","9780062092557","3.77","Ron Suskind","English","528","Harper","September 20th 2011","['Nonfiction', 'History', 'Economics', 'Politics', 'Business']","https://www.goodreads.com/book/show/11595399-confidence-men"
"Every Love Story Is a Ghost Story: A Life of David Foster Wallace","9780670025923","3.79","D.T. Max","English","356","Viking","August 30th 2012","['Biography', 'Nonfiction', 'Biography Memoir']","https://www.goodreads.com/book/show/13589124-every-love-story-is-a-ghost-story"
"Brawn (New Species, #5)","9781419938269","4.22","Laurann Dohner","English","211","Ellora's Cave","December 27th 2011","['Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Romance', 'Adult Fiction', 'Erotica']","https://www.goodreads.com/book/show/13107655-brawn"
